#Task Selector: 5
#PID Parameters: kp: 0.08, kd: 0.06, ki: 0.04
#n_pos: 5
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
0 0.00 0.00 0.00 0.00 -1.31 -3.88 -0.26 -0.78 0.00 0.00 0.00 0.00
0 0.00 0.00 0.00 0.00 -0.16 -2.73 -0.29 -1.32 -1.75 -29.96 -0.18 -3.00
18244 0.00 0.00 0.00 0.00 -1.31 -2.73 -0.56 -1.87 -15.55 -32.43 -1.73 -6.24
35098 0.00 0.00 0.00 0.00 -2.46 -2.73 -1.05 -2.42 -30.89 -34.32 -4.82 -9.67
51030 0.00 0.00 0.00 0.00 -1.31 -2.73 -1.31 -2.96 -16.84 -35.13 -6.50 -13.18
66591 0.00 0.00 0.00 0.00 -1.31 -2.73 -1.31 -2.73 0.01 13.22 -6.50 -11.86
83997 0.00 0.00 0.00 0.00 -2.46 -1.58 -1.77 -2.50 -31.52 15.75 -9.65 -10.29
98592 0.00 0.00 0.00 0.00 -0.16 -3.88 -1.54 -2.73 12.75 -12.75 -8.38 -11.56
116631 0.00 0.00 0.00 0.00 -1.31 -1.58 -1.31 -2.50 14.56 14.56 -6.92 -10.11
132441 0.00 0.00 0.00 0.00 -0.16 -1.58 -1.08 -2.27 13.22 13.22 -5.60 -8.78
149848 0.00 0.00 0.00 0.00 -0.16 -0.43 -0.85 -1.81 14.73 29.46 -4.13 -5.84
165466 0.00 0.00 0.00 0.00 -1.31 -0.43 -0.62 -1.58 12.80 12.80 -2.67 -1.56
183443 0.00 0.00 0.00 0.00 -0.16 -1.58 -0.62 -1.12 0.01 32.14 -1.12 4.90
197759 0.00 0.00 0.00 0.00 -0.16 -1.58 -0.39 -1.12 14.92 0.00 3.46 8.33
213178 0.00 0.00 0.00 0.00 -0.16 0.72 -0.39 -0.66 0.00 29.37 5.15 14.78
228837 0.00 0.00 0.00 0.00 -0.16 -0.43 -0.39 -0.66 0.00 0.00 5.15 13.46
245046 0.00 0.00 0.00 0.00 0.99 0.72 0.07 -0.43 28.41 14.21 11.14 13.30
261233 0.00 0.00 0.00 0.00 0.99 1.87 0.30 0.26 13.79 41.37 11.24 18.71
277907 0.00 0.00 0.00 0.00 2.14 0.72 0.76 0.72 27.93 27.94 12.58 20.05
294371 0.00 0.00 0.00 0.00 2.14 0.72 1.22 0.72 28.29 0.00 14.09 18.73
310626 0.00 0.00 0.00 0.00 2.14 1.87 1.68 1.18 28.07 28.07 15.42 18.59
327006 0.00 0.00 0.00 0.00 3.29 3.02 2.14 1.64 26.54 26.54 16.80 19.97
344331 0.00 0.00 0.00 0.00 2.14 1.87 2.37 1.64 14.41 0.00 18.24 16.75
360282 0.00 0.00 0.00 0.00 2.14 1.87 2.37 1.87 -0.00 14.99 16.75 18.25
375618 0.00 0.00 0.00 0.00 4.44 1.87 2.83 2.10 28.41 14.20 19.59 16.73
391804 0.00 0.00 0.00 0.00 4.44 1.87 3.29 2.10 27.62 -0.00 22.35 16.73
