#Task Selector: 6
#PID Parameters: kp: 0.10, kd: 0.07, ki: 0.06
#n_pos: 5
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
662742 0.00 0.00 0.00 0.00 -4.77 -10.81 -0.95 -2.16 -57.54 -130.28 -5.75 -13.03
679335 0.00 0.00 0.00 0.00 -4.77 -10.81 -1.91 -4.32 -50.07 -113.37 -10.76 -24.37
698403 0.00 0.00 0.00 0.00 -4.77 -8.50 -2.86 -6.02 -59.32 -105.70 -16.69 -34.93
714482 0.00 0.00 0.00 0.00 -4.77 -9.65 -3.82 -7.95 -58.32 -117.97 -22.52 -46.73
730846 0.00 0.00 0.00 0.00 -4.77 -6.19 -4.77 -9.19 -59.78 -77.65 -28.50 -54.50
746791 0.00 0.00 0.00 0.00 -1.31 -7.34 -4.08 -8.50 39.19 39.28 -24.58 -50.57
764452 0.00 0.00 0.00 0.00 -2.46 -6.19 -3.62 -7.57 30.38 60.74 -21.55 -44.49
779666 0.00 0.00 0.00 0.00 -1.31 -3.88 -2.92 -6.65 42.73 56.99 -17.27 -38.80
795856 0.00 0.00 0.00 0.00 -0.16 -5.03 -2.00 -5.73 58.56 58.66 -11.42 -32.93
811602 0.00 0.00 0.00 0.00 -0.16 -3.88 -1.08 -5.27 53.90 27.00 -6.03 -30.23
828693 0.00 0.00 0.00 0.00 0.99 -3.88 -0.62 -4.57 26.95 40.47 2.42 -13.16
845777 0.00 0.00 0.00 0.00 -1.31 -2.73 -0.39 -3.88 9.18 27.51 8.35 0.93
870898 0.00 0.00 0.00 0.00 -0.16 -2.73 -0.16 -3.65 14.27 14.27 15.71 12.93
887026 0.00 0.00 0.00 0.00 -1.31 -5.04 -0.39 -3.65 -13.67 -0.01 20.17 24.73
903856 0.00 0.00 0.00 0.00 0.99 -2.73 -0.16 -3.42 13.99 14.00 27.55 33.89
920294 0.00 0.00 0.00 0.00 -0.16 -1.58 -0.39 -2.96 -12.35 24.71 22.39 32.43
938915 0.00 0.00 0.00 0.00 -0.16 -2.73 -0.16 -2.96 12.20 0.00 20.58 26.36
957768 0.00 0.00 0.00 0.00 -0.16 -2.73 -0.16 -2.96 0.00 0.00 16.30 20.66
973646 0.00 0.00 0.00 0.00 0.99 -1.58 0.30 -2.27 27.85 41.79 13.23 18.97
990169 0.00 0.00 0.00 0.00 0.99 -2.73 0.30 -2.27 0.00 0.00 7.84 16.28
1005567 0.00 0.00 0.00 0.00 2.14 -2.73 0.76 -2.50 29.58 -14.79 8.11 10.75
1021115 0.00 0.00 0.00 0.00 3.29 -2.73 1.45 -2.50 46.21 0.00 11.81 8.00
1036045 0.00 0.00 0.00 0.00 2.14 -2.73 1.91 -2.50 29.95 0.00 13.38 6.57
1051402 0.00 0.00 0.00 0.00 2.14 -1.58 2.14 -2.50 14.46 0.00 16.19 6.57
1067299 0.00 0.00 0.00 0.00 0.99 -1.58 2.14 -2.27 0.00 13.30 14.79 6.50
1084597 0.00 0.00 0.00 0.00 2.14 -0.43 2.14 -1.81 -0.00 25.45 16.03 6.58
1102671 0.00 0.00 0.00 0.00 2.14 -1.58 1.91 -1.58 -14.07 14.08 13.40 7.98
1119010 0.00 0.00 0.00 0.00 2.14 -1.58 1.91 -1.35 -0.00 13.40 13.40 9.32
1136179 0.00 0.00 0.00 0.00 2.14 -1.58 1.91 -1.35 0.00 -0.00 10.61 5.14
1150469 0.00 0.00 0.00 0.00 2.14 -1.58 2.14 -1.35 14.26 0.00 12.04 5.14
1166591 0.00 0.00 0.00 0.00 0.99 -1.58 1.91 -1.58 -14.98 -14.98 7.58 5.13
1181944 0.00 0.00 0.00 0.00 2.14 -0.43 1.91 -1.35 -0.00 14.31 2.96 6.56
1198011 0.00 0.00 0.00 0.00 2.14 -1.58 1.91 -1.35 0.00 0.00 -0.03 6.56
1213472 0.00 0.00 0.00 0.00 2.14 -1.58 1.91 -1.35 0.00 0.00 -1.48 6.56
1228693 0.00 0.00 0.00 0.00 0.99 -1.58 1.68 -1.35 -15.20 -0.00 -3.00 5.23
1243821 0.00 0.00 0.00 0.00 3.29 -1.58 2.14 -1.35 31.99 -0.00 0.20 2.68
1258195 0.00 0.00 0.00 0.00 2.14 -1.58 2.14 -1.58 0.00 -15.89 1.61 -0.32
1272668 0.00 0.00 0.00 0.00 0.99 -2.73 1.91 -1.81 -14.32 -14.32 0.18 -3.09
1288731 0.00 0.00 0.00 0.00 3.29 -1.58 2.14 -1.81 15.10 -0.00 1.69 -3.09
1303962 0.00 0.00 0.00 0.00 0.99 -1.58 2.14 -1.81 -0.00 0.00 0.26 -3.09
1318959 0.00 0.00 0.00 0.00 2.14 -2.73 1.91 -2.04 -14.58 -14.58 0.30 -3.05
1334732 0.00 0.00 0.00 0.00 3.29 -1.58 2.14 -2.04 14.59 -0.00 1.76 -4.48
1350493 0.00 0.00 0.00 0.00 0.99 -2.73 2.14 -2.04 0.00 0.00 1.76 -4.48
1367348 0.00 0.00 0.00 0.00 3.29 -1.58 2.14 -2.04 0.00 0.00 1.76 -4.48
1385890 0.00 0.00 0.00 0.00 0.99 -1.58 2.14 -2.04 -0.00 -0.00 3.28 -4.48
1404949 0.00 0.00 0.00 0.00 0.99 -2.73 1.91 -2.04 -13.52 -0.00 -1.27 -4.48
1421955 0.00 0.00 0.00 0.00 0.99 -1.58 1.45 -2.04 -28.04 0.00 -4.08 -2.89
1438355 0.00 0.00 0.00 0.00 2.14 -1.58 1.68 -1.81 13.38 13.38 -1.31 -0.12
1455542 0.00 0.00 0.00 0.00 0.99 -1.58 1.22 -1.81 -26.16 0.00 -5.43 -0.12
1473124 0.00 0.00 0.00 0.00 4.44 -1.58 1.91 -1.81 40.25 -0.00 -1.41 -0.12
1490262 0.00 0.00 0.00 0.00 0.99 -0.43 1.91 -1.35 0.00 27.37 0.05 4.08
1507069 0.00 0.00 0.00 0.00 2.14 -1.58 2.14 -1.35 14.67 0.00 0.06 4.08
1522744 0.00 0.00 0.00 0.00 2.14 -1.58 2.14 -1.35 0.00 0.00 0.06 4.08
1537009 0.00 0.00 0.00 0.00 3.29 -1.58 2.60 -1.35 28.63 -0.00 2.92 4.08
1553072 0.00 0.00 0.00 0.00 2.14 -1.58 2.14 -1.35 -21.87 0.00 0.73 4.08
1574103 0.00 0.00 0.00 0.00 2.14 -0.43 2.37 -1.35 12.74 0.00 3.36 4.08
1592145 0.00 0.00 0.00 0.00 3.29 -2.73 2.60 -1.58 15.18 -15.19 7.68 2.56
1607294 0.00 0.00 0.00 0.00 4.44 -1.58 3.06 -1.58 29.19 -0.00 9.26 1.22
