#Task Selector: 4
#PID Parameters: kp: 0.15, kd: 0.06, ki: 0.04
#n_pos: 5
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
77629 0.00 0.00 0.00 0.00 145.90 -119.41 29.18 -23.88 1823.68 -1492.54 182.37 -149.25
93630 0.00 0.00 0.00 0.00 139.05 -121.84 56.99 -48.25 1586.92 -1390.58 341.06 -288.31
111154 0.00 0.00 0.00 0.00 131.93 -122.40 83.38 -72.73 1675.79 -1554.75 508.64 -443.79
126899 0.00 0.00 0.00 0.00 128.56 -123.58 109.09 -97.45 1595.88 -1534.12 668.23 -597.20
143010 0.00 0.00 0.00 0.00 124.50 -121.01 133.99 -121.65 1555.13 -1511.46 823.74 -748.34
159022 0.00 0.00 0.00 0.00 122.66 -120.65 129.34 -121.89 -280.71 -14.91 795.67 -749.84
175586 0.00 0.00 0.00 0.00 118.60 -127.15 125.25 -122.96 -254.53 -66.14 770.22 -756.45
191650 0.00 0.00 0.00 0.00 112.44 -122.23 121.35 -122.92 -237.63 2.05 746.45 -756.24
208050 0.00 0.00 0.00 0.00 110.64 -121.86 117.77 -122.58 -221.76 21.34 724.28 -754.11
224205 0.00 0.00 0.00 0.00 110.64 -121.86 115.00 -122.75 -165.03 -10.12 707.77 -755.12
241002 0.00 0.00 0.00 0.00 107.81 -124.97 112.03 -123.61 -191.87 -55.94 506.22 -611.46
256473 0.00 0.00 0.00 0.00 107.81 -124.97 109.87 -123.18 -127.66 25.81 334.76 -469.82
273376 0.00 0.00 0.00 0.00 107.81 -124.97 108.95 -123.73 -56.55 -33.52 161.53 -317.70
856843 0.00 0.00 0.00 0.00 7.59 -6.49 88.34 -100.65 -1275.53 1427.95 -125.61 -21.49
873001 0.00 0.00 0.00 0.00 6.44 -6.49 67.49 -77.58 -1109.17 1228.00 -392.04 252.45
891790 0.00 0.00 0.00 0.00 5.29 -3.03 46.99 -53.19 -1231.43 1464.64 -487.12 400.41
908441 0.00 0.00 0.00 0.00 4.14 -3.03 26.26 -28.81 -1407.93 1655.99 -602.46 572.62
923168 0.00 0.00 0.00 0.00 5.29 -1.88 5.75 -4.19 -1320.67 1585.59 -710.76 730.97
938694 0.00 0.00 0.00 0.00 5.29 -0.73 5.29 -3.04 -28.12 70.33 -691.40 735.87
955077 0.00 0.00 0.00 0.00 5.29 0.42 5.06 -1.65 -14.46 86.72 -676.34 745.56
971014 0.00 0.00 0.00 0.00 5.29 1.57 5.06 -0.73 -0.01 56.38 -657.15 756.79
987339 0.00 0.00 0.00 0.00 5.29 2.72 5.29 0.42 13.44 67.25 -643.04 760.93
1004443 0.00 0.00 0.00 0.00 5.29 1.57 5.29 1.11 -0.01 42.72 -637.39 768.56
1020599 0.00 0.00 0.00 0.00 2.99 2.72 4.83 1.80 -29.17 43.76 -512.75 630.14
1036366 0.00 0.00 0.00 0.00 5.29 2.72 4.83 2.26 -0.00 27.97 -401.84 510.13
1052810 0.00 0.00 0.00 0.00 5.29 2.72 4.83 2.49 -0.00 13.59 -278.69 365.03
1069727 0.00 0.00 0.00 0.00 5.29 2.72 4.83 2.49 -0.00 0.00 -137.90 199.43
1085531 0.00 0.00 0.00 0.00 2.99 2.72 4.37 2.72 -25.44 12.72 -8.38 42.14
1103608 0.00 0.00 0.00 0.00 4.14 1.57 4.60 2.49 14.16 -14.16 -4.15 33.69
1119848 0.00 0.00 0.00 0.00 4.14 1.57 4.37 2.26 -14.05 -14.05 -4.11 23.62
1136216 0.00 0.00 0.00 0.00 2.99 1.57 3.91 2.03 -23.79 -11.90 -6.49 16.79
1155541 0.00 0.00 0.00 0.00 5.29 1.57 3.91 1.80 0.00 -12.59 -7.83 8.81
1173802 0.00 0.00 0.00 0.00 4.14 1.57 4.14 1.57 15.51 -15.51 -6.28 2.98
1188625 0.00 0.00 0.00 0.00 5.29 1.57 4.37 1.57 14.29 -0.00 -1.93 -1.39
1204711 0.00 0.00 0.00 0.00 4.14 1.57 4.37 1.57 0.00 0.00 -1.93 -4.19
1221936 0.00 0.00 0.00 0.00 5.29 1.57 4.83 1.57 20.65 -0.00 0.13 -5.55
1244201 0.00 0.00 0.00 0.00 4.14 2.72 4.60 1.80 -13.22 13.22 -1.19 -4.23
1261590 0.00 0.00 0.00 0.00 2.99 1.57 4.37 1.80 -14.50 -0.00 -0.09 -5.50
1277449 0.00 0.00 0.00 0.00 4.14 0.42 4.14 1.57 -13.31 -13.31 -2.84 -5.41
1294724 0.00 0.00 0.00 0.00 1.84 1.57 3.68 1.57 -26.96 -0.00 -4.13 -4.01
1311782 0.00 0.00 0.00 0.00 1.84 0.42 2.99 1.34 -39.76 -13.26 -5.73 -4.15
1329130 0.00 0.00 0.00 0.00 1.84 0.42 2.53 0.88 -29.88 -29.88 -8.72 -5.87
1344523 0.00 0.00 0.00 0.00 2.99 -0.73 2.53 0.42 -0.00 -29.62 -10.27 -7.29
1360052 0.00 0.00 0.00 0.00 1.84 -1.88 2.07 -0.04 -29.04 -29.05 -14.60 -10.19
1375894 0.00 0.00 0.00 0.00 1.84 -0.73 2.07 -0.50 -0.00 -27.39 -14.60 -12.93
1392689 0.00 0.00 0.00 0.00 1.84 -0.73 2.07 -0.73 -0.00 -11.76 -16.67 -14.11
1412246 0.00 0.00 0.00 0.00 1.84 0.42 2.07 -0.73 0.00 0.00 -15.34 -15.43
1426786 0.00 0.00 0.00 0.00 1.84 -1.88 1.84 -0.96 -14.69 -14.70 -15.36 -16.90
1442443 0.00 0.00 0.00 0.00 0.69 -1.88 1.61 -0.96 -14.78 -0.01 -15.51 -15.57
1458010 0.00 0.00 0.00 0.00 0.69 -1.88 1.38 -1.19 -13.59 -13.60 -14.17 -16.93
1474943 0.00 0.00 0.00 0.00 0.69 -1.88 1.15 -1.42 -13.93 -13.93 -11.59 -16.99
1491466 0.00 0.00 0.00 0.00 0.69 -3.04 0.92 -2.11 -13.44 -40.31 -9.95 -18.04
1508598 0.00 0.00 0.00 0.00 1.84 -3.03 0.92 -2.34 -0.00 -14.18 -9.95 -16.49
1524833 0.00 0.00 0.00 0.00 0.69 -3.04 0.92 -2.57 -0.01 -12.75 -7.04 -14.86
1542896 0.00 0.00 0.00 0.00 1.84 -3.03 1.15 -2.80 12.03 -12.04 -5.84 -13.33
1562009 0.00 0.00 0.00 0.00 0.69 -3.04 1.15 -3.04 -0.01 -13.54 -5.84 -13.50
1579020 0.00 0.00 0.00 0.00 1.84 -3.03 1.38 -3.03 13.95 0.01 -4.45 -13.50
1595513 0.00 0.00 0.00 0.00 0.69 -0.73 1.15 -2.57 -14.19 28.42 -4.40 -9.19
1611712 0.00 0.00 0.00 0.00 -1.61 -4.19 0.69 -2.81 -29.56 -14.81 -5.87 -10.67
1627295 0.00 0.00 0.00 0.00 0.69 -3.04 0.46 -2.81 -14.48 -0.01 -5.96 -9.31
