#Task Selector: 4
#PID Parameters: kp: 0.07, kd: 0.00, ki: 0.00
#n_pos: 10
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
0 0.00 0.00 0.00 0.00 -32.83 2.86 -3.28 0.29 0.00 0.00 0.00 0.00
0 0.00 0.00 0.00 0.00 -35.23 2.86 -6.81 0.57 -188.55 15.33 -0.00 0.00
18685 0.00 0.00 0.00 0.00 -35.23 2.86 -10.33 0.86 -212.08 17.24 -0.02 0.00
35297 0.00 0.00 0.00 0.00 -35.23 4.03 -13.85 1.26 -215.22 24.63 -0.04 0.00
51667 0.00 0.00 0.00 0.00 -35.23 1.70 -17.37 1.43 -239.72 11.54 -0.09 0.01
66364 0.00 0.00 0.00 0.00 -32.83 2.86 -20.66 1.72 -184.32 16.09 -0.15 0.01
84173 0.00 0.00 0.00 0.00 -32.83 4.03 -23.94 2.12 -201.09 24.69 -0.22 0.02
100497 0.00 0.00 0.00 0.00 -35.23 2.86 -27.46 2.41 -220.88 17.96 -0.30 0.03
116447 0.00 0.00 0.00 0.00 -32.83 2.86 -30.75 2.69 -204.78 17.87 -0.40 0.03
132477 0.00 0.00 0.00 0.00 -32.83 4.03 -34.03 3.10 -217.90 26.75 -0.51 0.04
147542 0.00 0.00 0.00 0.00 -32.83 2.86 -34.03 3.10 0.00 0.00 -0.63 0.06
163522 0.00 0.00 0.00 0.00 -32.83 1.70 -33.79 2.98 15.25 -7.39 -0.76 0.07
179289 0.00 0.00 0.00 0.00 -32.83 1.70 -33.55 2.86 14.62 -7.09 -0.88 0.08
195736 0.00 0.00 0.00 0.00 -32.83 2.86 -33.31 2.75 14.38 -6.98 -1.00 0.09
212459 0.00 0.00 0.00 0.00 -32.83 1.70 -33.07 2.75 13.75 0.01 -1.11 0.10
229945 0.00 0.00 0.00 0.00 -32.83 1.70 -33.07 2.63 -0.00 -7.57 -1.23 0.11
245336 0.00 0.00 0.00 0.00 -30.44 1.70 -32.83 2.40 13.65 -13.29 -1.34 0.11
262853 0.00 0.00 0.00 0.00 -30.44 1.70 -32.35 2.28 30.43 -7.38 -1.45 0.12
278611 0.00 0.00 0.00 0.00 -30.44 1.70 -32.11 2.17 15.09 -7.34 -1.56 0.13
294448 0.00 0.00 0.00 0.00 -28.06 0.54 -31.63 1.82 31.75 -23.24 -1.66 0.14
309460 0.00 0.00 0.00 0.00 -30.44 1.70 -31.39 1.70 11.79 -5.74 -1.76 0.14
329734 0.00 0.00 0.00 0.00 -26.87 0.54 -30.80 1.59 37.73 -7.32 -1.86 0.15
345510 0.00 0.00 0.00 0.00 -28.06 -0.62 -30.32 1.35 32.42 -15.78 -1.96 0.15
360208 0.00 0.00 0.00 0.00 -28.06 0.54 -29.85 1.12 30.50 -14.86 -2.05 0.15
375838 0.00 0.00 0.00 0.00 -28.06 -0.62 -29.37 0.89 30.79 -14.99 -2.14 0.15
391311 0.00 0.00 0.00 0.00 -25.70 -0.61 -28.66 0.66 43.94 -14.25 -2.23 0.15
407541 0.00 0.00 0.00 0.00 -23.34 -1.77 -27.95 0.31 42.36 -20.72 -2.31 0.15
424287 0.00 0.00 0.00 0.00 -25.70 -1.77 -27.47 -0.04 29.03 -21.30 -2.39 0.15
440608 0.00 0.00 0.00 0.00 -23.34 -1.77 -26.76 -0.38 44.51 -21.77 -2.46 0.15
456544 0.00 0.00 0.00 0.00 -23.35 -2.93 -26.29 -0.73 28.00 -20.61 -2.53 0.14
473378 0.00 0.00 0.00 0.00 -21.00 -1.76 -25.35 -1.08 57.90 -21.24 -2.60 0.14
489682 0.00 0.00 0.00 0.00 -21.00 -2.92 -24.76 -1.42 37.23 -21.95 -2.66 0.13
505463 0.00 0.00 0.00 0.00 -18.66 -1.76 -23.82 -1.54 58.48 -7.06 -2.72 0.12
521545 0.00 0.00 0.00 0.00 -18.66 -4.07 -22.88 -2.00 58.80 -28.86 -2.78 0.11
537524 0.00 0.00 0.00 0.00 -15.17 -4.06 -21.59 -2.34 78.28 -20.88 -2.83 0.10
553993 0.00 0.00 0.00 0.00 -16.33 -2.91 -20.65 -2.57 57.45 -14.06 -2.87 0.09
570294 0.00 0.00 0.00 0.00 -14.01 -4.06 -19.72 -2.80 54.22 -13.29 -2.91 0.07
587508 0.00 0.00 0.00 0.00 -14.01 -5.21 -18.55 -3.14 72.35 -21.27 -2.95 0.06
603659 0.00 0.00 0.00 0.00 -11.69 -4.05 -17.39 -3.37 70.31 -13.77 -2.98 0.04
620230 0.00 0.00 0.00 0.00 -9.38 -5.20 -15.99 -3.60 92.52 -15.05 -3.00 0.03
635323 0.00 0.00 0.00 0.00 -7.07 -5.19 -14.60 -3.94 90.01 -22.19 -3.02 0.01
650792 0.00 0.00 0.00 0.00 -7.07 -5.19 -13.21 -4.17 87.98 -14.37 -3.03 -0.01
666622 0.00 0.00 0.00 0.00 -7.07 -4.04 -12.05 -4.40 66.22 -13.06 -3.04 -0.03
684122 0.00 0.00 0.00 0.00 -4.77 -6.34 -10.66 -4.63 89.40 -14.63 -3.04 -0.05
699666 0.00 0.00 0.00 0.00 -4.77 -6.34 -9.62 -4.85 65.33 -14.35 -3.03 -0.07
715589 0.00 0.00 0.00 0.00 -2.46 -4.04 -8.23 -4.97 80.79 -6.58 -3.02 -0.09
732755 0.00 0.00 0.00 0.00 -0.16 -5.19 -6.85 -5.08 90.83 -7.42 -3.01 -0.11
748002 0.00 0.00 0.00 0.00 3.29 -4.03 -5.12 -4.96 101.88 6.92 -2.98 -0.13
764986 0.00 0.00 0.00 0.00 2.14 -4.03 -3.73 -4.96 81.07 0.09 -2.96 -0.16
782046 0.00 0.00 0.00 0.00 4.44 -6.34 -2.35 -5.07 91.00 -7.51 -2.92 -0.18
797235 0.00 0.00 0.00 0.00 6.74 -7.49 -0.97 -5.30 84.15 -14.01 -2.88 -0.20
813654 0.00 0.00 0.00 0.00 6.74 -6.34 0.41 -5.42 83.61 -6.94 -2.84 -0.22
830178 0.00 0.00 0.00 0.00 9.05 -8.65 2.03 -5.88 101.24 -28.96 -2.79 -0.24
846102 0.00 0.00 0.00 0.00 11.36 -8.66 3.64 -6.11 93.12 -13.36 -2.73 -0.27
863421 0.00 0.00 0.00 0.00 11.36 -8.66 5.25 -6.34 107.19 -15.38 -2.67 -0.29
878467 0.00 0.00 0.00 0.00 13.68 -10.98 6.86 -7.04 98.12 -42.21 -2.60 -0.32
894918 0.00 0.00 0.00 0.00 13.67 -9.82 8.25 -7.50 85.78 -28.74 -2.52 -0.35
911047 0.00 0.00 0.00 0.00 15.99 -9.83 9.52 -8.08 75.27 -34.35 -2.44 -0.38
927922 0.00 0.00 0.00 0.00 18.32 -11.00 11.14 -8.78 106.38 -45.81 -2.36 -0.41
943131 0.00 0.00 0.00 0.00 18.32 -11.00 12.52 -9.24 81.05 -27.23 -2.26 -0.44
960253 0.00 0.00 0.00 0.00 21.82 -12.19 14.03 -9.71 68.37 -21.27 -2.17 -0.48
982307 0.00 0.00 0.00 0.00 20.65 -11.01 15.42 -10.18 91.98 -30.92 -2.07 -0.52
997423 0.00 0.00 0.00 0.00 24.16 -12.20 16.93 -10.54 95.18 -22.36 -1.96 -0.55
1013299 0.00 0.00 0.00 0.00 24.17 -13.37 18.22 -11.01 84.83 -31.18 -1.85 -0.59
1028404 0.00 0.00 0.00 0.00 25.34 -12.21 19.61 -11.36 92.91 -23.62 -1.74 -0.64
1043448 0.00 0.00 0.00 0.00 26.52 -13.39 20.90 -11.60 93.87 -17.60 -1.62 -0.68
1057130 0.00 0.00 0.00 0.00 27.73 -15.74 22.30 -12.19 84.81 -35.73 -1.49 -0.72
1073698 0.00 0.00 0.00 0.00 27.71 -14.57 23.47 -12.67 68.81 -27.82 -1.36 -0.77
1090734 0.00 0.00 0.00 0.00 28.89 -14.58 24.53 -13.03 59.60 -20.18 -1.23 -0.82
1108477 0.00 0.00 0.00 0.00 30.08 -14.60 25.71 -13.39 75.27 -23.01 -1.10 -0.86
1124101 0.00 0.00 0.00 0.00 31.28 -15.78 26.65 -13.75 63.61 -24.20 -0.96 -0.91
1138970 0.00 0.00 0.00 0.00 32.47 -15.80 27.84 -14.22 77.81 -31.49 -0.81 -0.96
1154164 0.00 0.00 0.00 0.00 32.46 -14.62 28.67 -14.47 52.04 -15.20 -0.67 -1.01
1170100 0.00 0.00 0.00 0.00 33.65 -14.64 29.61 -14.59 59.31 -7.95 -0.52 -1.07
1186076 0.00 0.00 0.00 0.00 33.68 -16.99 30.45 -15.07 50.32 -28.84 -0.37 -1.12
1202659 0.00 0.00 0.00 0.00 34.88 -17.01 31.28 -15.43 52.43 -22.73 -0.22 -1.17
1218595 0.00 0.00 0.00 0.00 36.08 -17.03 32.12 -15.56 45.99 -7.09 -0.07 -1.23
1236758 0.00 0.00 0.00 0.00 34.86 -15.83 32.83 -15.69 48.97 -8.64 0.09 -1.28
1251354 0.00 0.00 0.00 0.00 36.08 -17.03 33.55 -15.93 43.71 -14.89 0.25 -1.33
1267789 0.00 0.00 0.00 0.00 36.08 -17.03 34.15 -16.18 35.39 -14.35 0.40 -1.39
1284743 0.00 0.00 0.00 0.00 36.10 -18.21 34.63 -16.42 28.86 -14.55 0.56 -1.44
1301435 0.00 0.00 0.00 0.00 36.10 -18.21 35.00 -16.66 22.02 -14.65 0.72 -1.50
1317906 0.00 0.00 0.00 0.00 36.10 -18.21 35.36 -17.02 20.30 -20.00 0.88 -1.55
1335846 0.00 0.00 0.00 0.00 36.08 -17.03 35.60 -17.26 13.77 -13.55 1.04 -1.61
1353491 0.00 0.00 0.00 0.00 34.90 -18.19 35.72 -17.38 7.23 -7.12 1.19 -1.67
1370319 0.00 0.00 0.00 0.00 34.90 -18.19 35.73 -17.50 0.11 -6.81 1.35 -1.72
1387663 0.00 0.00 0.00 0.00 36.10 -18.21 35.73 -17.62 0.13 -8.09 1.50 -1.78
1402284 0.00 0.00 0.00 0.00 34.88 -17.01 35.73 -17.73 0.11 -7.44 1.65 -1.84
1418140 0.00 0.00 0.00 0.00 34.90 -18.19 35.61 -17.85 -6.81 -6.70 1.80 -1.89
