#Task Selector: 5
#PID Parameters: kp: 0.15, kd: 0.06, ki: 0.04
#n_pos: 5
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
0 0.00 0.00 0.00 0.00 -3.61 -3.89 -0.72 -0.78 0.00 0.00 0.00 0.00
0 0.00 0.00 0.00 0.00 -4.76 -3.89 -1.68 -1.55 -51.78 -42.24 -5.18 -4.22
18399 0.00 0.00 0.00 0.00 -2.46 -3.88 -2.17 -2.33 -29.33 -46.29 -8.11 -8.85
35181 0.00 0.00 0.00 0.00 -2.46 -3.88 -2.66 -3.11 -22.68 -35.79 -10.38 -12.43
56887 0.00 0.00 0.00 0.00 -3.61 -3.89 -3.38 -3.89 -47.66 -51.27 -15.14 -17.56
72044 0.00 0.00 0.00 0.00 -2.46 -3.88 -3.15 -3.89 15.42 0.01 -13.60 -17.56
86971 0.00 0.00 0.00 0.00 -3.61 -2.73 -2.92 -3.65 15.23 15.23 -12.08 -16.04
102102 0.00 0.00 0.00 0.00 -1.31 -2.73 -2.69 -3.42 12.66 12.66 -10.81 -14.77
120286 0.00 0.00 0.00 0.00 -1.31 -3.88 -2.46 -3.42 14.71 0.01 -9.34 -14.77
135928 0.00 0.00 0.00 0.00 -1.31 -2.73 -2.00 -3.19 29.75 14.89 -6.37 -13.28
151402 0.00 0.00 0.00 0.00 -1.31 -3.88 -1.77 -3.19 16.68 0.01 -4.70 -13.28
165200 0.00 0.00 0.00 0.00 -1.31 -3.88 -1.31 -3.42 32.40 -16.19 3.72 -10.67
179404 0.00 0.00 0.00 0.00 -0.16 -3.88 -1.08 -3.65 14.32 -14.33 8.08 -7.48
195459 0.00 0.00 0.00 0.00 -0.16 -2.73 -0.85 -3.42 14.36 14.37 11.79 -2.46
211479 0.00 0.00 0.00 0.00 2.14 -2.73 -0.16 -3.42 41.14 0.01 20.67 2.67
228249 0.00 0.00 0.00 0.00 0.99 -2.73 0.30 -3.19 29.75 14.89 22.10 4.15
243716 0.00 0.00 0.00 0.00 2.14 -2.73 0.99 -2.96 40.48 13.51 24.63 3.98
260762 0.00 0.00 0.00 0.00 2.14 -2.73 1.45 -2.73 28.73 14.38 26.23 4.15
276773 0.00 0.00 0.00 0.00 3.29 -1.58 2.14 -2.50 42.40 14.14 29.00 5.57
293043 0.00 0.00 0.00 0.00 3.29 -1.58 2.37 -2.27 14.26 14.27 27.45 5.51
309165 0.00 0.00 0.00 0.00 3.29 -1.58 2.83 -2.04 28.87 14.44 28.67 6.95
