#Task Selector: 5
#PID Parameters: kp: 0.15, kd: 0.06, ki: 0.04
#n_pos: 5
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
372061 0.00 0.00 0.00 0.00 135.69 -57.82 27.14 -11.56 1657.56 -706.33 165.76 -70.63
388433 0.00 0.00 0.00 0.00 135.69 -57.82 54.28 -23.13 1326.24 -565.15 298.38 -127.15
408895 0.00 0.00 0.00 0.00 135.69 -57.82 81.41 -34.69 2007.22 -855.33 499.10 -212.68
843900 0.00 0.00 0.00 0.00 -7.07 -6.19 80.00 -35.93 -88.72 -77.71 490.23 -220.45
859842 0.00 0.00 0.00 0.00 -5.91 -2.74 78.82 -36.48 -68.10 -31.50 483.42 -223.60
877213 0.00 0.00 0.00 0.00 -5.91 -2.74 50.49 -25.46 -1716.70 667.81 311.75 -156.82
893710 0.00 0.00 0.00 0.00 -7.07 -1.59 21.94 -14.21 -1800.18 709.14 131.73 -85.91
909570 0.00 0.00 0.00 0.00 -5.91 -1.58 -6.38 -2.97 -1572.83 624.63 -25.55 -23.44
927576 0.00 0.00 0.00 0.00 -8.22 -1.59 -6.61 -2.05 -13.75 55.20 -26.93 -17.92
944270 0.00 0.00 0.00 0.00 -8.22 -2.74 -7.07 -2.05 -27.78 -0.03 -29.70 -17.93
960873 0.00 0.00 0.00 0.00 -8.22 -1.59 -7.53 -1.82 -28.98 14.45 -198.36 54.15
976782 0.00 0.00 0.00 0.00 -7.07 -1.59 -7.53 -1.82 -0.00 0.00 -330.98 110.67
993165 0.00 0.00 0.00 0.00 -8.22 -0.44 -7.99 -1.59 -31.45 15.68 -534.85 197.77
1007826 0.00 0.00 0.00 0.00 -7.07 -0.43 -7.76 -1.36 14.57 14.54 -524.52 206.99
1023671 0.00 0.00 0.00 0.00 -8.22 -1.59 -7.76 -1.13 0.01 14.48 -517.71 211.59
1039579 0.00 0.00 0.00 0.00 -8.22 -0.44 -7.76 -0.90 0.01 13.92 -346.04 146.20
1056124 0.00 0.00 0.00 0.00 -7.07 -1.59 -7.76 -0.90 -0.00 0.00 -166.02 75.29
