#Task Selector: 5
#PID Parameters: kp: 0.08, kd: 0.05, ki: 0.02
#n_pos: 5
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
80671 0.00 0.00 0.00 0.00 -0.16 -1.58 -0.03 -0.32 -1.95 -19.30 -0.19 -1.93
97074 0.00 0.00 0.00 0.00 0.99 0.72 0.17 -0.17 9.83 7.12 0.79 -1.22
117229 0.00 0.00 0.00 0.00 -0.16 0.72 0.13 -0.03 -1.85 8.34 0.60 -0.38
134433 0.00 0.00 0.00 0.00 -0.16 -5.03 0.10 -1.04 -1.81 -56.66 0.42 -6.05
152205 0.00 0.00 0.00 0.00 -2.46 -1.58 -0.39 -1.35 -29.50 -18.99 -2.53 -7.95
168882 0.00 0.00 0.00 0.00 -1.31 -0.43 -0.62 -1.12 -16.79 16.79 -4.21 -6.27
182581 0.00 0.00 0.00 0.00 -1.31 -6.19 -1.08 -2.50 -31.38 -94.13 -7.35 -15.68
197250 0.00 0.00 0.00 0.00 -1.31 -2.73 -1.31 -3.19 -13.11 -39.32 -8.66 -19.62
214799 0.00 0.00 0.00 0.00 -1.31 -3.88 -1.54 -2.96 -15.07 15.09 -10.16 -18.11
230055 0.00 0.00 0.00 0.00 -0.16 -2.73 -1.08 -3.19 28.64 -14.31 -7.30 -19.54
246119 0.00 0.00 0.00 0.00 -2.46 -1.58 -1.31 -3.42 -14.27 -14.27 -8.53 -19.04
262244 0.00 0.00 0.00 0.00 -2.46 -5.04 -1.54 -3.19 -14.26 14.28 -10.94 -18.32
278371 0.00 0.00 0.00 0.00 0.99 -5.03 -1.08 -3.65 27.00 -27.01 -8.06 -21.85
295408 0.00 0.00 0.00 0.00 -1.31 -5.04 -1.08 -3.88 -0.01 -13.07 -7.88 -17.50
313019 0.00 0.00 0.00 0.00 -1.31 -3.88 -1.31 -4.11 -14.48 -14.49 -6.37 -17.05
328910 0.00 0.00 0.00 0.00 -1.31 -2.73 -1.08 -4.34 15.43 -15.43 -3.15 -20.27
343813 0.00 0.00 0.00 0.00 -1.31 -2.73 -0.85 -3.88 14.16 28.32 1.40 -8.02
360078 0.00 0.00 0.00 0.00 -2.46 -3.88 -1.54 -3.65 -41.92 13.97 -1.48 -2.69
376541 0.00 0.00 0.00 0.00 -1.31 -3.88 -1.54 -3.42 0.01 13.89 0.03 -2.81
393118 0.00 0.00 0.00 0.00 -1.31 -2.73 -1.54 -3.19 0.01 14.41 -2.83 0.06
409089 0.00 0.00 0.00 0.00 -0.16 -1.58 -1.31 -2.96 13.60 13.61 -0.05 2.85
426003 0.00 0.00 0.00 0.00 -1.31 -3.88 -1.31 -3.19 -0.01 -14.44 1.38 -0.03
441946 0.00 0.00 0.00 0.00 -1.31 -1.58 -1.08 -2.73 14.09 28.17 0.09 5.49
458289 0.00 0.00 0.00 0.00 -1.31 -5.04 -1.08 -2.96 -0.01 -11.28 0.09 5.67
478709 0.00 0.00 0.00 0.00 -1.31 -3.88 -1.08 -3.19 -0.01 -15.19 1.54 5.60
493862 0.00 0.00 0.00 0.00 -0.16 -1.58 -1.08 -3.19 0.00 0.00 -0.01 7.15
509212 0.00 0.00 0.00 0.00 -2.46 -1.58 -1.31 -2.73 -14.79 29.60 -2.90 7.27
524758 0.00 0.00 0.00 0.00 -1.31 -3.88 -1.31 -3.19 -0.01 -29.32 1.29 2.95
540457 0.00 0.00 0.00 0.00 -3.61 -0.43 -1.77 -2.27 -29.18 58.40 -1.63 7.40
556216 0.00 0.00 0.00 0.00 -1.31 -2.73 -1.77 -2.04 0.01 13.80 -1.63 7.34
572893 0.00 0.00 0.00 0.00 -1.31 -2.73 -2.00 -2.27 -15.94 -15.95 -4.58 4.38
587323 0.00 0.00 0.00 0.00 -2.46 -2.73 -2.00 -2.50 -0.01 -13.95 -4.58 4.43
603819 0.00 0.00 0.00 0.00 -3.61 -2.73 -2.46 -2.27 -25.89 12.93 -8.58 2.91
621595 0.00 0.00 0.00 0.00 -4.76 -2.74 -2.69 -2.73 -15.11 -30.18 -10.09 1.02
636847 0.00 0.00 0.00 0.00 -4.76 -1.58 -3.38 -2.50 -41.25 13.73 -14.22 3.91
653582 0.00 0.00 0.00 0.00 -3.61 -1.58 -3.84 -2.27 -28.72 14.35 -17.09 5.34
669601 0.00 0.00 0.00 0.00 -4.76 -2.74 -4.30 -2.27 -26.60 -0.02 -18.27 2.38
686909 0.00 0.00 0.00 0.00 -3.61 -2.73 -4.30 -2.27 0.00 0.00 -18.27 5.31
702991 0.00 0.00 0.00 0.00 -4.76 -1.58 -4.30 -2.04 0.01 14.90 -15.35 0.96
718436 0.00 0.00 0.00 0.00 -2.46 -1.58 -3.84 -2.04 29.28 0.01 -12.42 -0.42
734159 0.00 0.00 0.00 0.00 -2.46 -3.88 -3.61 -2.50 13.73 -27.48 -9.46 -1.57
750904 0.00 0.00 0.00 0.00 -1.31 -2.73 -2.92 -2.50 44.13 0.02 -5.04 -0.17
766551 0.00 0.00 0.00 0.00 -4.76 -3.89 -3.15 -2.73 -12.82 -12.82 -3.74 -2.75
784529 0.00 0.00 0.00 0.00 -1.31 -1.58 -2.46 -2.73 44.94 0.02 2.27 0.27
799891 0.00 0.00 0.00 0.00 -4.76 -2.74 -2.92 -2.96 -30.35 -15.18 3.36 -2.62
815066 0.00 0.00 0.00 0.00 -4.76 -2.74 -3.38 -2.73 -30.02 15.00 3.23 -2.55
830397 0.00 0.00 0.00 0.00 -3.61 -3.89 -3.84 -2.96 -29.14 -14.58 2.98 -4.01
846198 0.00 0.00 0.00 0.00 -4.76 -1.58 -3.84 -2.50 0.02 27.09 2.98 -1.30
863196 0.00 0.00 0.00 0.00 -4.76 -2.74 -4.53 -2.73 -43.57 -14.54 -1.38 -4.25
879046 0.00 0.00 0.00 0.00 -4.76 -2.74 -4.53 -2.73 0.00 0.00 -4.31 -4.25
894850 0.00 0.00 0.00 0.00 -4.76 -2.74 -4.53 -2.73 0.00 0.00 -5.68 -1.50
911468 0.00 0.00 0.00 0.00 -4.76 -1.58 -4.76 -2.27 -12.48 24.97 -11.34 1.00
929898 0.00 0.00 0.00 0.00 -4.76 -2.74 -4.76 -2.50 -0.01 -15.06 -10.06 0.77
945184 0.00 0.00 0.00 0.00 -4.76 -2.74 -4.76 -2.50 0.00 0.00 -14.55 0.77
960546 0.00 0.00 0.00 0.00 -3.61 -3.89 -4.53 -2.73 14.05 -14.05 -10.11 0.88
976923 0.00 0.00 0.00 0.00 -4.76 -2.74 -4.53 -2.73 0.00 0.00 -7.11 -0.62
994119 0.00 0.00 0.00 0.00 -4.76 -2.74 -4.53 -2.97 -0.01 -14.32 -4.20 -0.59
1010191 0.00 0.00 0.00 0.00 -3.61 -2.73 -4.30 -2.96 14.18 0.01 -2.78 -3.30
1026425 0.00 0.00 0.00 0.00 -4.76 -2.74 -4.30 -2.96 0.00 0.00 1.57 -1.84
