#Task Selector: 4
#PID Parameters: kp: 0.15, kd: 0.06, ki: 0.04
#n_pos: 10
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
422059 0.00 0.00 0.00 0.00 -18.66 7.49 -1.87 0.75 -113.80 45.67 -0.00 0.00
438453 0.00 0.00 0.00 0.00 -18.66 7.49 -3.73 1.50 -100.59 40.37 -0.01 0.00
457001 0.00 0.00 0.00 0.00 -19.82 7.49 -5.71 2.25 -111.95 42.30 -0.02 0.01
474710 0.00 0.00 0.00 0.00 -17.49 8.64 -7.46 3.11 -100.39 49.59 -0.05 0.02
492136 0.00 0.00 0.00 0.00 -17.49 8.64 -9.21 3.97 -102.46 50.61 -0.08 0.03
509210 0.00 0.00 0.00 0.00 -17.49 8.64 -10.96 4.84 -127.44 62.95 -0.11 0.05
522937 0.00 0.00 0.00 0.00 -18.66 8.64 -12.83 5.70 -119.34 55.28 -0.16 0.07
538573 0.00 0.00 0.00 0.00 -18.66 7.49 -14.69 6.45 -114.05 45.77 -0.21 0.09
554931 0.00 0.00 0.00 0.00 -18.66 9.80 -16.56 7.43 -109.39 57.44 -0.27 0.12
571993 0.00 0.00 0.00 0.00 -18.66 9.80 -18.43 8.41 -114.31 60.03 -0.34 0.15
588320 0.00 0.00 0.00 0.00 -17.49 8.64 -18.31 8.53 7.91 7.84 -0.41 0.18
603035 0.00 0.00 0.00 0.00 -17.49 8.64 -18.19 8.64 6.97 6.91 -0.48 0.21
619723 0.00 0.00 0.00 0.00 -18.66 9.80 -18.08 8.87 7.20 14.33 -0.55 0.25
635846 0.00 0.00 0.00 0.00 -17.50 9.80 -18.08 8.99 -0.02 7.15 -0.62 0.28
652004 0.00 0.00 0.00 0.00 -17.50 9.80 -18.08 9.10 -0.02 7.07 -0.69 0.32
668359 0.00 0.00 0.00 0.00 -17.50 9.80 -18.08 9.22 -0.02 7.28 -0.76 0.35
684231 0.00 0.00 0.00 0.00 -17.50 10.95 -17.96 9.45 7.12 14.18 -0.82 0.39
700520 0.00 0.00 0.00 0.00 -16.33 9.79 -17.73 9.68 13.84 13.73 -0.89 0.42
717318 0.00 0.00 0.00 0.00 -17.50 10.95 -17.61 9.80 7.34 7.28 -0.95 0.46
733156 0.00 0.00 0.00 0.00 -17.50 10.95 -17.50 9.91 7.13 7.07 -1.02 0.49
749462 0.00 0.00 0.00 0.00 -16.33 9.79 -17.38 10.03 7.10 7.05 -1.08 0.53
765819 0.00 0.00 0.00 0.00 -15.17 10.95 -17.15 10.26 14.58 14.48 -1.14 0.57
781732 0.00 0.00 0.00 0.00 -15.17 8.64 -16.80 10.14 21.49 -7.16 -1.20 0.60
798003 0.00 0.00 0.00 0.00 -15.17 8.64 -16.57 10.03 15.06 -7.51 -1.25 0.64
813475 0.00 0.00 0.00 0.00 -15.17 9.79 -16.33 10.03 14.19 -0.04 -1.31 0.67
829872 0.00 0.00 0.00 0.00 -15.17 8.64 -16.10 9.91 14.14 -7.05 -1.36 0.71
846349 0.00 0.00 0.00 0.00 -14.01 9.79 -15.75 9.79 21.67 -7.24 -1.41 0.74
862462 0.00 0.00 0.00 0.00 -14.01 8.63 -15.52 9.68 14.28 -7.12 -1.46 0.78
878757 0.00 0.00 0.00 0.00 -14.01 8.63 -15.17 9.44 20.91 -13.89 -1.51 0.81
895469 0.00 0.00 0.00 0.00 -14.01 8.63 -14.82 9.21 21.42 -14.22 -1.56 0.84
