#Task Selector: 4
#PID Parameters: kp: 0.15, kd: 0.06, ki: 0.04
#n_pos: 5
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1134742 0.00 0.00 0.00 0.00 -15.20 -11.01 -3.04 -2.20 -199.12 -144.18 -0.00 -0.00
1150009 0.00 0.00 0.00 0.00 -12.86 -7.52 -5.61 -3.71 -135.85 -79.43 -0.02 -0.01
1168942 0.00 0.00 0.00 0.00 -10.54 -7.51 -7.72 -5.21 -127.01 -90.48 -0.04 -0.03
1185544 0.00 0.00 0.00 0.00 -8.22 -4.04 -9.37 -6.02 -99.65 -48.99 -0.07 -0.05
1202049 0.00 0.00 0.00 0.00 -9.38 -2.89 -11.24 -6.59 -116.56 -35.95 -0.11 -0.07
1218138 0.00 0.00 0.00 0.00 -9.38 -1.74 -10.08 -4.74 71.51 113.77 -0.15 -0.10
1234428 0.00 0.00 0.00 0.00 -9.37 -0.59 -9.38 -3.35 33.46 66.52 -0.19 -0.12
1255268 0.00 0.00 0.00 0.00 -11.69 -0.59 -9.61 -1.97 -14.86 90.02 -0.23 -0.13
1270644 0.00 0.00 0.00 0.00 -12.84 1.71 -10.53 -0.82 -60.52 75.45 -0.27 -0.14
1285904 0.00 0.00 0.00 0.00 -12.84 2.87 -11.22 0.33 -41.21 68.49 -0.31 -0.14
1302720 0.00 0.00 0.00 0.00 -12.84 4.02 -11.92 1.48 -42.86 71.19 -0.36 -0.14
1318897 0.00 0.00 0.00 0.00 -12.84 4.02 -12.61 2.41 -51.50 68.41 -0.40 -0.13
1332364 0.00 0.00 0.00 0.00 -12.84 4.02 -12.84 3.33 -14.90 59.42 -0.45 -0.12
1347876 0.00 0.00 0.00 0.00 -12.84 4.02 -12.84 3.79 0.00 26.83 -0.50 -0.10
1365057 0.00 0.00 0.00 0.00 -12.84 6.32 -12.84 4.48 -0.02 43.79 -0.55 -0.08
1380850 0.00 0.00 0.00 0.00 -12.84 5.17 -12.84 4.71 -0.01 13.90 -0.60 -0.06
1397434 0.00 0.00 0.00 0.00 -12.84 5.17 -12.84 4.94 -0.01 13.18 -0.65 -0.04
1414918 0.00 0.00 0.00 0.00 -10.53 5.17 -12.38 5.17 27.10 13.48 -0.70 -0.02
1431993 0.00 0.00 0.00 0.00 -11.69 6.32 -12.15 5.63 14.56 29.02 -0.74 0.00
1447873 0.00 0.00 0.00 0.00 -10.53 5.17 -11.69 5.40 29.39 -14.65 -0.79 0.03
1463627 0.00 0.00 0.00 0.00 -10.53 6.32 -11.22 5.63 29.70 14.77 -0.83 0.05
1479205 0.00 0.00 0.00 0.00 -9.37 5.17 -10.53 5.63 41.44 -0.03 -0.87 0.08
1495949 0.00 0.00 0.00 0.00 -9.37 5.17 -10.30 5.63 12.94 -0.01 -0.90 0.10
1513799 0.00 0.00 0.00 0.00 -7.06 4.02 -9.37 5.17 51.20 -25.55 -0.94 0.12
1531847 0.00 0.00 0.00 0.00 -5.91 4.02 -8.45 4.94 51.59 -12.89 -0.97 0.14
1549739 0.00 0.00 0.00 0.00 -5.91 4.02 -7.53 4.48 56.69 -28.30 -0.99 0.16
1566026 0.00 0.00 0.00 0.00 -5.91 4.02 -6.84 4.25 46.86 -15.60 -1.02 0.18
1580795 0.00 0.00 0.00 0.00 -4.76 1.72 -5.91 3.56 41.91 -31.37 -1.04 0.20
1602804 0.00 0.00 0.00 0.00 -4.76 2.87 -5.45 3.33 31.11 -15.53 -1.05 0.21
1617618 0.00 0.00 0.00 0.00 -3.61 2.87 -4.99 3.10 31.66 -15.82 -1.06 0.23
1632164 0.00 0.00 0.00 0.00 -4.76 2.87 -4.76 2.87 14.40 -14.38 -1.08 0.24
1648160 0.00 0.00 0.00 0.00 -4.76 2.87 -4.53 2.64 15.04 -15.02 -1.08 0.25
1663478 0.00 0.00 0.00 0.00 -3.61 2.87 -4.30 2.87 16.75 16.73 -1.09 0.26
1677226 0.00 0.00 0.00 0.00 -4.76 2.87 -4.30 2.87 0.00 0.00 -1.10 0.27
1692346 0.00 0.00 0.00 0.00 -5.91 2.87 -4.76 2.87 -28.74 -0.00 -1.11 0.28
1708370 0.00 0.00 0.00 0.00 -4.76 1.72 -4.76 2.64 -0.00 -14.88 -1.12 0.29
1723833 0.00 0.00 0.00 0.00 -4.76 2.87 -4.76 2.64 0.00 0.00 -1.13 0.30
1738527 0.00 0.00 0.00 0.00 -5.91 2.87 -5.22 2.64 -29.07 -0.00 -1.13 0.31
1754367 0.00 0.00 0.00 0.00 -5.91 2.87 -5.45 2.64 -12.80 -0.00 -1.14 0.32
1772358 0.00 0.00 0.00 0.00 -5.91 2.87 -5.45 2.64 0.00 0.00 -1.16 0.33
1789509 0.00 0.00 0.00 0.00 -5.91 1.72 -5.68 2.64 -15.09 -0.00 -1.17 0.34
1804777 0.00 0.00 0.00 0.00 -4.76 1.72 -5.68 2.41 -0.00 -14.23 -1.18 0.35
1820945 0.00 0.00 0.00 0.00 -5.91 0.57 -5.68 1.95 -0.01 -26.16 -1.19 0.35
1838535 0.00 0.00 0.00 0.00 -5.91 0.57 -5.68 1.49 -0.01 -22.94 -1.20 0.36
1858593 0.00 0.00 0.00 0.00 -5.91 0.57 -5.68 1.03 -0.01 -27.16 -1.22 0.36
1875536 0.00 0.00 0.00 0.00 -5.91 0.57 -5.68 0.80 -0.00 -14.50 -1.23 0.36
