#Task Selector: 5
#PID Parameters: kp: 0.08, kd: 0.07, ki: 0.05
#n_pos: 5
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
79264 0.00 0.00 0.00 0.00 -4.78 -13.12 -0.96 -2.62 -57.84 -158.84 -5.78 -15.88
95789 0.00 0.00 0.00 0.00 -5.93 -10.81 -2.14 -4.79 -62.39 -113.80 -12.02 -27.26
114790 0.00 0.00 0.00 0.00 -4.77 -9.65 -3.10 -6.72 -57.00 -115.30 -17.72 -38.79
131533 0.00 0.00 0.00 0.00 -3.62 -9.65 -3.82 -8.65 -41.54 -110.77 -21.88 -49.87
148957 0.00 0.00 0.00 0.00 -2.46 -7.34 -4.31 -10.12 -22.76 -67.83 -24.15 -56.65
170603 0.00 0.00 0.00 0.00 -3.62 -7.34 -4.08 -8.96 10.75 53.44 -23.08 -51.31
192244 0.00 0.00 0.00 0.00 -2.46 -6.19 -3.39 -8.03 44.55 59.45 -18.62 -45.37
207797 0.00 0.00 0.00 0.00 -4.77 -7.34 -3.39 -7.57 0.05 30.64 -18.62 -42.30
222869 0.00 0.00 0.00 0.00 -1.31 -5.04 -2.92 -6.65 33.54 67.08 -15.26 -35.59
236630 0.00 0.00 0.00 0.00 -3.62 -7.34 -3.15 -6.65 -17.69 -0.02 -17.03 -35.60
249649 0.00 0.00 0.00 0.00 -3.61 -6.19 -3.15 -6.42 0.02 15.08 -11.25 -18.20
264940 0.00 0.00 0.00 0.00 -2.46 -6.19 -3.15 -6.42 0.00 0.00 -5.01 -6.82
280743 0.00 0.00 0.00 0.00 -3.61 -6.19 -2.92 -6.19 13.49 13.50 2.04 6.06
297850 0.00 0.00 0.00 0.00 -3.62 -7.34 -3.38 -6.65 -26.19 -26.22 3.57 14.51
315448 0.00 0.00 0.00 0.00 -5.92 -5.04 -3.84 -6.19 -27.82 27.83 3.07 24.08
331994 0.00 0.00 0.00 0.00 -2.46 -6.19 -3.61 -6.19 15.22 0.01 3.52 18.74
347127 0.00 0.00 0.00 0.00 -4.77 -6.19 -4.08 -6.19 -28.26 -0.03 -3.77 12.79
363425 0.00 0.00 0.00 0.00 -4.77 -6.19 -4.31 -6.19 -15.87 -0.02 -5.36 9.72
