#Task Selector: 6
#PID Parameters: kp: 0.15, kd: 0.06, ki: 0.04
#n_pos: 5
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
0 0.00 0.00 0.00 0.00 -1.31 -5.04 -0.26 -1.01 0.00 0.00 0.00 0.00
0 0.00 0.00 0.00 0.00 -2.46 -5.04 -0.75 -2.01 -27.67 -56.60 -2.77 -5.66
17795 0.00 0.00 0.00 0.00 -0.16 -3.88 -0.79 -2.79 -1.88 -45.67 -2.96 -10.23
34800 0.00 0.00 0.00 0.00 -2.46 -5.04 -1.28 -3.80 -30.90 -63.20 -6.04 -16.55
50736 0.00 0.00 0.00 0.00 -2.46 -3.88 -1.77 -4.58 -31.27 -49.36 -9.17 -21.48
66477 0.00 0.00 0.00 0.00 -4.77 -6.19 -2.46 -4.81 -41.52 -13.88 -13.32 -22.87
83120 0.00 0.00 0.00 0.00 -5.92 -3.89 -3.15 -4.58 -46.96 15.62 -18.02 -21.31
97829 0.00 0.00 0.00 0.00 -4.76 -3.89 -4.07 -4.58 -54.62 -0.03 -23.48 -21.31
114684 0.00 0.00 0.00 0.00 -5.92 -3.89 -4.76 -4.35 -45.22 15.04 -28.00 -19.81
129958 0.00 0.00 0.00 0.00 -7.07 -3.89 -5.69 -4.35 -56.68 -0.05 -33.67 -19.81
146216 0.00 0.00 0.00 0.00 -7.07 -2.74 -6.15 -3.66 -28.31 42.49 -36.50 -15.57
162473 0.00 0.00 0.00 0.00 -8.22 -3.89 -6.61 -3.66 -28.79 -0.04 -36.62 -9.91
178495 0.00 0.00 0.00 0.00 -9.38 -3.89 -7.53 -3.66 -54.63 -0.07 -41.89 -5.35
195385 0.00 0.00 0.00 0.00 -4.76 -2.74 -7.30 -3.43 14.16 14.15 -37.38 2.39
211674 0.00 0.00 0.00 0.00 -5.91 -2.74 -7.07 -3.20 13.88 13.86 -32.87 8.71
228306 0.00 0.00 0.00 0.00 -3.61 -2.73 -6.38 -3.20 42.99 0.03 -24.42 10.10
244384 0.00 0.00 0.00 0.00 -5.91 -1.58 -5.92 -2.74 29.87 29.83 -16.74 11.52
259842 0.00 0.00 0.00 0.00 -4.76 -3.89 -4.99 -2.74 54.65 0.07 -5.81 11.53
276724 0.00 0.00 0.00 0.00 -4.76 -2.74 -4.99 -2.74 -0.00 -0.00 -1.29 10.03
292905 0.00 0.00 0.00 0.00 -3.61 -3.89 -4.53 -2.97 29.77 -14.86 7.36 8.55
308372 0.00 0.00 0.00 0.00 -4.76 -2.74 -4.76 -2.97 -13.85 -0.01 8.80 4.30
324999 0.00 0.00 0.00 0.00 -3.61 -3.89 -4.30 -3.43 27.31 -27.30 14.42 1.57
341852 0.00 0.00 0.00 0.00 -3.61 -2.73 -4.07 -3.19 14.11 14.11 21.29 2.99
358185 0.00 0.00 0.00 0.00 -3.61 -3.89 -3.84 -3.43 14.32 -14.32 21.31 0.14
374251 0.00 0.00 0.00 0.00 -3.61 -3.89 -3.84 -3.43 0.00 0.00 19.92 -1.25
391981 0.00 0.00 0.00 0.00 -5.91 -2.74 -4.07 -3.43 -14.51 -0.01 14.17 -1.25
407859 0.00 0.00 0.00 0.00 -3.61 -2.73 -4.07 -3.20 0.01 15.03 11.18 -2.73
423174 0.00 0.00 0.00 0.00 -3.61 -3.89 -4.07 -3.43 -0.01 -13.60 5.72 -4.10
440106 0.00 0.00 0.00 0.00 -3.61 -3.89 -4.07 -3.43 0.00 0.00 5.72 -4.10
455558 0.00 0.00 0.00 0.00 -3.61 -3.89 -4.07 -3.43 0.00 0.00 2.74 -2.61
472069 0.00 0.00 0.00 0.00 -3.61 -3.89 -3.61 -3.66 27.12 -13.54 6.84 -3.96
489046 0.00 0.00 0.00 0.00 -3.61 -3.89 -3.61 -3.89 -0.01 -14.89 4.10 -2.72
504509 0.00 0.00 0.00 0.00 -3.61 -5.04 -3.61 -4.12 -0.01 -14.82 2.69 -5.61
520045 0.00 0.00 0.00 0.00 -4.76 -5.04 -3.84 -4.35 -13.52 -13.52 -0.09 -5.53
537102 0.00 0.00 0.00 0.00 -3.61 -3.89 -3.84 -4.35 0.00 0.00 -0.09 -5.53
552997 0.00 0.00 0.00 0.00 -3.61 -6.19 -3.84 -4.81 -0.03 -28.06 1.36 -8.34
569419 0.00 0.00 0.00 0.00 -3.61 -3.89 -3.84 -4.81 0.00 0.00 1.36 -9.84
585778 0.00 0.00 0.00 0.00 -3.61 -5.04 -3.84 -4.81 0.00 0.00 1.36 -8.48
601940 0.00 0.00 0.00 0.00 -3.61 -5.04 -3.61 -4.81 13.79 0.01 2.74 -8.48
618644 0.00 0.00 0.00 0.00 -1.31 -3.88 -3.15 -4.81 28.68 0.02 5.60 -8.48
634696 0.00 0.00 0.00 0.00 -2.46 -5.04 -2.92 -4.58 14.35 14.36 4.32 -5.69
650759 0.00 0.00 0.00 0.00 -2.46 -5.04 -2.69 -4.81 14.85 -14.86 5.81 -5.69
666245 0.00 0.00 0.00 0.00 -0.16 -5.03 -2.00 -4.81 42.51 0.03 10.06 -4.20
682489 0.00 0.00 0.00 0.00 -0.16 -5.03 -1.31 -4.81 41.17 0.03 15.53 -2.85
699259 0.00 0.00 0.00 0.00 -0.16 -6.19 -1.08 -5.27 14.56 -29.18 16.99 -5.77
715043 0.00 0.00 0.00 0.00 -0.16 -6.19 -0.62 -5.50 27.00 -13.50 19.69 -4.31
732083 0.00 0.00 0.00 0.00 -0.16 -5.03 -0.16 -5.50 29.26 0.02 22.62 -4.31
