#Task Selector: 6
#PID Parameters: kp: 0.15, kd: 0.06, ki: 0.04
#n_pos: 5
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
405110 0.00 0.00 0.00 0.00 7.91 -14.28 1.58 -2.86 92.27 -166.66 9.23 -16.67
422250 0.00 0.00 0.00 0.00 6.75 -13.12 2.93 -5.48 67.65 -131.47 15.99 -29.81
442210 0.00 0.00 0.00 0.00 6.75 -10.81 4.28 -7.64 86.15 -137.95 24.61 -43.61
457876 0.00 0.00 0.00 0.00 5.59 -9.65 5.40 -9.57 64.41 -111.09 31.05 -54.72
475246 0.00 0.00 0.00 0.00 4.44 -9.65 6.29 -11.50 61.49 -133.53 37.20 -68.07
489696 0.00 0.00 0.00 0.00 7.90 -10.81 6.29 -10.81 -0.08 42.96 37.19 -63.77
505874 0.00 0.00 0.00 0.00 6.74 -7.34 6.29 -9.65 -0.10 72.25 37.18 -56.55
521872 0.00 0.00 0.00 0.00 4.44 -8.49 5.82 -9.19 -28.71 28.79 34.31 -53.67
537934 0.00 0.00 0.00 0.00 3.29 -7.34 5.36 -8.73 -28.66 28.73 31.44 -50.80
554013 0.00 0.00 0.00 0.00 3.29 -7.34 5.13 -8.26 -13.88 27.82 30.05 -48.01
570610 0.00 0.00 0.00 0.00 3.29 -6.19 4.21 -7.34 -55.89 56.02 15.24 -25.75
587107 0.00 0.00 0.00 0.00 2.14 -6.19 3.29 -7.11 -57.48 14.42 2.72 -11.16
603126 0.00 0.00 0.00 0.00 3.29 -6.19 3.06 -6.65 -14.31 28.66 -7.32 5.50
619223 0.00 0.00 0.00 0.00 2.14 -6.19 2.83 -6.42 -14.43 14.46 -15.21 18.06
635168 0.00 0.00 0.00 0.00 0.99 -7.34 2.37 -6.42 -28.71 0.00 -24.23 31.41
651199 0.00 0.00 0.00 0.00 -0.16 -6.19 1.68 -6.42 -43.60 -0.00 -28.58 27.11
667031 0.00 0.00 0.00 0.00 0.99 -7.34 1.45 -6.65 -13.98 -14.00 -29.97 18.49
683493 0.00 0.00 0.00 0.00 -0.16 -6.19 0.76 -6.65 -41.60 -0.00 -31.25 15.61
700086 0.00 0.00 0.00 0.00 0.99 -7.34 0.53 -6.88 -13.41 -13.44 -29.73 11.39
717242 0.00 0.00 0.00 0.00 -0.16 -7.34 0.30 -6.88 -14.58 -0.00 -29.80 8.61
733024 0.00 0.00 0.00 0.00 0.99 -6.19 0.53 -6.88 13.63 0.00 -22.85 3.01
749911 0.00 0.00 0.00 0.00 0.99 -8.49 0.53 -7.11 -0.00 -13.62 -17.10 0.20
766848 0.00 0.00 0.00 0.00 0.99 -7.34 0.76 -7.34 14.27 -14.30 -14.24 -4.09
782964 0.00 0.00 0.00 0.00 0.99 -7.34 0.76 -7.34 -0.00 0.00 -12.80 -5.54
797667 0.00 0.00 0.00 0.00 0.99 -7.34 0.99 -7.34 12.92 0.00 -8.64 -5.54
815474 0.00 0.00 0.00 0.00 -0.16 -6.19 0.76 -7.34 -13.91 -0.00 -5.67 -5.54
832015 0.00 0.00 0.00 0.00 0.99 -7.34 0.76 -7.11 0.00 13.46 -4.27 -2.79
849157 0.00 0.00 0.00 0.00 0.99 -7.34 0.76 -7.11 0.00 0.00 -0.11 -2.79
863688 0.00 0.00 0.00 0.00 0.99 -7.34 0.76 -7.11 0.00 0.00 1.23 -1.45
