#Task Selector: 5
#PID Parameters: kp: 0.08, kd: 0.06, ki: 0.05
#n_pos: 5
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
0 0.00 0.00 0.00 0.00 -2.46 -8.49 -0.49 -1.70 0.00 0.00 0.00 0.00
0 0.00 0.00 0.00 0.00 -3.61 -6.19 -1.22 -2.94 -38.04 -65.14 -3.80 -6.51
19002 0.00 0.00 0.00 0.00 -7.07 -7.35 -2.63 -4.41 -92.65 -96.24 -13.07 -16.14
34272 0.00 0.00 0.00 0.00 -4.77 -7.34 -3.58 -5.87 -55.41 -85.35 -18.61 -24.67
51481 0.00 0.00 0.00 0.00 -3.62 -9.65 -4.31 -7.81 -46.59 -124.25 -23.27 -37.10
67015 0.00 0.00 0.00 0.00 -4.77 -7.34 -4.77 -7.57 -27.69 13.84 -26.04 -35.71
83649 0.00 0.00 0.00 0.00 -5.92 -6.19 -5.23 -7.58 -30.36 -0.04 -29.07 -35.72
98829 0.00 0.00 0.00 0.00 -4.77 -6.19 -4.77 -7.34 25.04 12.55 -26.57 -34.46
117265 0.00 0.00 0.00 0.00 -5.92 -7.35 -5.00 -7.34 -13.82 -0.02 -27.95 -34.46
133953 0.00 0.00 0.00 0.00 -4.77 -7.34 -5.23 -6.88 -16.59 33.30 -29.61 -31.13
147808 0.00 0.00 0.00 0.00 -4.77 -8.50 -5.23 -7.11 -0.02 -14.49 -29.61 -32.58
163733 0.00 0.00 0.00 0.00 -4.77 -8.50 -5.00 -7.57 13.64 -27.36 -24.44 -28.81
180589 0.00 0.00 0.00 0.00 -5.92 -7.35 -5.23 -7.81 -14.20 -14.21 -16.60 -20.60
196847 0.00 0.00 0.00 0.00 -5.92 -7.35 -5.23 -7.81 0.00 0.00 -11.06 -12.07
212655 0.00 0.00 0.00 0.00 -4.77 -6.19 -5.23 -7.58 0.02 14.26 -6.40 1.78
228829 0.00 0.00 0.00 0.00 -2.46 -7.34 -4.77 -7.34 28.26 14.18 -0.80 1.82
245147 0.00 0.00 0.00 0.00 -4.77 -7.34 -4.77 -7.11 0.02 14.39 2.23 3.26
261181 0.00 0.00 0.00 0.00 -3.62 -7.34 -4.31 -7.11 28.53 0.04 2.58 2.01
277341 0.00 0.00 0.00 0.00 -2.46 -8.49 -3.62 -7.34 39.66 -13.19 7.93 0.69
294768 0.00 0.00 0.00 0.00 -4.77 -7.34 -3.62 -7.57 -0.02 -14.60 9.59 -4.10
310565 0.00 0.00 0.00 0.00 -4.77 -8.50 -4.08 -7.80 -28.52 -14.31 6.74 -4.08
326734 0.00 0.00 0.00 0.00 -2.46 -7.34 -3.62 -7.80 28.18 0.03 8.19 -1.34
343086 0.00 0.00 0.00 0.00 -4.77 -7.34 -3.85 -7.80 -14.86 -0.02 8.13 0.08
358596 0.00 0.00 0.00 0.00 -4.77 -8.50 -4.31 -7.80 -26.12 -0.04 5.51 0.08
376242 0.00 0.00 0.00 0.00 -5.92 -7.35 -4.54 -7.81 -11.50 -0.02 4.36 -1.35
396294 0.00 0.00 0.00 0.00 -5.92 -7.35 -4.77 -7.57 -14.36 14.37 0.10 -1.33
412328 0.00 0.00 0.00 0.00 -5.92 -7.35 -5.46 -7.58 -46.69 -0.06 -4.57 -2.78
427134 0.00 0.00 0.00 0.00 -5.92 -8.50 -5.69 -7.81 -16.85 -16.87 -9.11 -4.47
