#Task Selector: 4
#PID Parameters: kp: 0.15, kd: 0.06, ki: 0.04
#n_pos: 10
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1362502 0.00 0.00 0.00 0.00 -21.00 -2.92 -2.10 -0.29 -128.81 -17.91 -0.00 -0.00
1378804 0.00 0.00 0.00 0.00 -20.99 -0.60 -4.20 -0.35 -102.91 -2.96 -0.01 -0.00
1399203 0.00 0.00 0.00 0.00 -20.99 -0.60 -6.30 -0.41 -121.07 -3.48 -0.03 -0.00
1416543 0.00 0.00 0.00 0.00 -19.82 -0.60 -8.28 -0.47 -89.36 -2.71 -0.05 -0.00
1438726 0.00 0.00 0.00 0.00 -22.16 1.71 -10.50 -0.30 -164.84 12.71 -0.08 -0.01
1452170 0.00 0.00 0.00 0.00 -19.82 1.71 -12.48 -0.13 -152.84 13.19 -0.12 -0.01
1465138 0.00 0.00 0.00 0.00 -20.99 1.71 -14.58 0.04 -139.96 11.40 -0.17 -0.01
1480135 0.00 0.00 0.00 0.00 -19.82 0.55 -16.56 0.10 -114.46 3.20 -0.24 -0.01
1497452 0.00 0.00 0.00 0.00 -22.16 6.34 -18.78 0.73 -114.66 32.79 -0.30 -0.00
1516783 0.00 0.00 0.00 0.00 -22.16 6.34 -20.99 1.36 -127.47 36.45 -0.38 -0.00
1534171 0.00 0.00 0.00 0.00 -22.16 6.34 -21.11 2.29 -6.46 51.28 -0.46 0.00
1753302 0.00 0.00 0.00 0.00 -11.69 10.94 -20.18 3.44 59.02 73.25 -0.54 0.01
1769057 0.00 0.00 0.00 0.00 -12.85 9.78 -19.37 4.48 40.78 52.02 -0.62 0.03
1789029 0.00 0.00 0.00 0.00 -11.69 9.78 -18.55 5.52 49.32 62.98 -0.69 0.05
1805517 0.00 0.00 0.00 0.00 -9.38 8.62 -17.27 6.21 68.31 36.95 -0.76 0.07
1824235 0.00 0.00 0.00 0.00 -10.54 10.93 -16.35 7.13 53.40 53.05 -0.83 0.09
1841622 0.00 0.00 0.00 0.00 -11.69 8.63 -15.41 7.83 57.70 42.92 -0.89 0.12
1857742 0.00 0.00 0.00 0.00 -11.69 9.78 -14.60 8.75 47.90 54.37 -0.94 0.15
1874714 0.00 0.00 0.00 0.00 -12.85 9.78 -13.67 9.09 64.31 23.79 -0.99 0.18
1889199 0.00 0.00 0.00 0.00 -12.85 8.63 -12.74 9.32 59.08 14.54 -1.04 0.22
1904970 0.00 0.00 0.00 0.00 -14.01 9.79 -11.92 9.67 50.40 21.32 -1.08 0.25
1921152 0.00 0.00 0.00 0.00 -14.01 8.63 -12.15 9.44 -14.49 -14.43 -1.12 0.29
1937114 0.00 0.00 0.00 0.00 -14.01 8.63 -12.27 9.32 -6.04 -6.01 -1.15 0.33
1956281 0.00 0.00 0.00 0.00 -14.01 8.63 -12.50 9.21 -13.92 -6.91 -1.19 0.36
1972915 0.00 0.00 0.00 0.00 -14.01 8.63 -12.96 9.21 -30.81 0.05 -1.23 0.39
1987941 0.00 0.00 0.00 0.00 -14.01 8.63 -13.31 8.98 -24.34 -16.14 -1.27 0.43
2002194 0.00 0.00 0.00 0.00 -14.01 8.63 -13.54 8.98 -13.36 0.03 -1.31 0.46
2019545 0.00 0.00 0.00 0.00 -14.01 8.63 -13.77 8.86 -16.64 -8.26 -1.35 0.49
2033455 0.00 0.00 0.00 0.00 -15.16 7.48 -14.01 8.63 -15.15 -15.07 -1.39 0.52
2048741 0.00 0.00 0.00 0.00 -16.32 5.17 -14.35 8.29 -20.42 -20.29 -1.44 0.55
2065772 0.00 0.00 0.00 0.00 -14.00 7.48 -14.35 8.06 0.03 -15.14 -1.48 0.58
2081018 0.00 0.00 0.00 0.00 -15.16 7.48 -14.47 7.94 -7.04 -7.00 -1.52 0.60
2097485 0.00 0.00 0.00 0.00 -12.84 6.32 -14.35 7.71 7.22 -14.33 -1.57 0.63
2113600 0.00 0.00 0.00 0.00 -14.00 5.17 -14.35 7.36 0.03 -22.17 -1.61 0.65
2129212 0.00 0.00 0.00 0.00 -14.00 6.33 -14.35 7.13 0.02 -12.99 -1.65 0.67
2146979 0.00 0.00 0.00 0.00 -11.68 5.17 -14.12 6.79 13.09 -19.52 -1.69 0.69
2164717 0.00 0.00 0.00 0.00 -11.68 5.17 -13.89 6.44 16.62 -24.78 -1.73 0.71
2178688 0.00 0.00 0.00 0.00 -11.68 5.17 -13.66 6.09 13.36 -19.92 -1.77 0.73
2196069 0.00 0.00 0.00 0.00 -9.37 5.17 -13.08 5.86 37.27 -14.88 -1.80 0.74
