#Task Selector: 4
#PID Parameters: kp: 0.05, kd: 0.00, ki: 0.00
#n_pos: 10
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
0 0.00 0.00 0.00 0.00 -2.46 0.57 -0.25 0.06 0.00 0.00 0.00 0.00
0 0.00 0.00 0.00 0.00 -2.46 0.57 -0.49 0.11 -13.93 3.21 -0.00 0.00
17654 0.00 0.00 0.00 0.00 -3.61 0.57 -0.85 0.17 -21.33 3.35 -0.00 0.00
34578 0.00 0.00 0.00 0.00 -2.46 0.57 -1.10 0.23 -15.22 3.51 -0.00 0.00
50739 0.00 0.00 0.00 0.00 -3.61 -0.58 -1.46 0.17 -22.55 -3.64 -0.01 0.00
66754 0.00 0.00 0.00 0.00 -1.31 1.72 -1.59 0.34 -6.99 9.17 -0.01 0.00
85474 0.00 0.00 0.00 0.00 -2.46 1.72 -1.84 0.51 -17.78 12.41 -0.02 0.00
99308 0.00 0.00 0.00 0.00 -2.46 0.57 -2.08 0.57 -13.60 3.13 -0.02 0.00
117399 0.00 0.00 0.00 0.00 -2.46 0.57 -2.33 0.63 -15.18 3.50 -0.03 0.01
133606 0.00 0.00 0.00 0.00 -2.46 0.57 -2.57 0.68 -16.94 3.90 -0.04 0.01
148129 0.00 0.00 0.00 0.00 -1.31 -0.58 -2.46 0.57 7.02 -7.02 -0.05 0.01
164505 0.00 0.00 0.00 0.00 -2.46 0.57 -2.46 0.57 0.00 0.00 -0.06 0.01
180149 0.00 0.00 0.00 0.00 -2.46 -0.58 -2.34 0.45 7.65 -7.65 -0.07 0.02
195177 0.00 0.00 0.00 0.00 -1.31 0.57 -2.23 0.45 6.72 0.00 -0.08 0.02
212296 0.00 0.00 0.00 0.00 -2.46 1.72 -2.11 0.68 7.13 14.26 -0.08 0.02
228434 0.00 0.00 0.00 0.00 -2.46 1.72 -2.23 0.68 -7.07 -0.00 -0.09 0.02
244711 0.00 0.00 0.00 0.00 -2.46 1.72 -2.23 0.68 0.00 0.00 -0.10 0.02
261360 0.00 0.00 0.00 0.00 -2.46 -0.58 -2.23 0.57 -0.00 -6.76 -0.10 0.03
278376 0.00 0.00 0.00 0.00 -2.46 1.72 -2.23 0.68 0.00 8.05 -0.11 0.03
292659 0.00 0.00 0.00 0.00 -2.46 1.72 -2.23 0.80 0.00 6.79 -0.12 0.03
309603 0.00 0.00 0.00 0.00 -3.61 0.57 -2.46 0.91 -13.90 6.94 -0.13 0.03
326157 0.00 0.00 0.00 0.00 -2.46 1.72 -2.46 1.03 0.00 7.88 -0.13 0.04
340743 0.00 0.00 0.00 0.00 -2.46 0.57 -2.46 1.14 0.00 7.03 -0.14 0.04
357100 0.00 0.00 0.00 0.00 -2.46 1.72 -2.57 1.26 -7.13 7.13 -0.15 0.04
373225 0.00 0.00 0.00 0.00 -2.46 1.72 -2.57 1.26 0.00 0.00 -0.16 0.05
390678 0.00 0.00 0.00 0.00 -2.46 -0.58 -2.57 1.03 -0.00 -14.17 -0.17 0.05
406905 0.00 0.00 0.00 0.00 -2.46 1.72 -2.57 1.03 0.00 0.00 -0.17 0.06
424379 0.00 0.00 0.00 0.00 -2.46 0.57 -2.57 1.14 0.00 5.87 -0.18 0.06
443960 0.00 0.00 0.00 0.00 -2.46 0.57 -2.57 1.03 -0.00 -7.01 -0.19 0.07
460366 0.00 0.00 0.00 0.00 -1.31 1.72 -2.46 1.03 7.48 0.00 -0.20 0.07
475746 0.00 0.00 0.00 0.00 -2.46 0.57 -2.34 1.03 6.22 0.00 -0.21 0.07
