#Task Selector: 4
#PID Parameters: kp: 0.03, kd: 0.00, ki: 0.00
#n_pos: 5
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
1715701160464340 0.00 0.00 0.00 0.00 -46.81 -40.99 -9.36 -8.20 -565.43 -495.17 -56.54 -49.52
1715701160480896 0.00 0.00 0.00 0.00 -41.16 -31.83 -17.59 -14.56 -424.79 -328.45 -99.02 -82.36
1715701160500276 0.00 0.00 0.00 0.00 -36.90 -18.22 -24.97 -18.21 -467.45 -230.76 -145.77 -105.44
1715701160516064 0.00 0.00 0.00 0.00 -35.63 -16.98 -32.10 -21.60 -428.34 -204.15 -188.60 -125.85
1715701160532700 0.00 0.00 0.00 0.00 -36.63 -5.10 -39.43 -22.62 -469.63 -65.35 -235.56 -132.39
1715701160548299 0.00 0.00 0.00 0.00 -19.80 -10.77 -34.03 -16.58 331.59 371.17 -202.40 -95.27
1715701160564585 0.00 0.00 0.00 0.00 -26.85 -0.30 -31.16 -10.27 173.41 382.09 -185.06 -57.06
1715701160581087 0.00 0.00 0.00 0.00 -19.70 2.06 -27.72 -6.22 212.56 250.66 -163.81 -32.00
1715701160597269 0.00 0.00 0.00 0.00 -23.25 10.19 -25.25 -0.78 147.72 324.14 -149.04 0.42
1715701160614034 0.00 0.00 0.00 0.00 -11.51 17.11 -20.22 3.66 313.75 277.34 -117.66 28.15
1715701160630049 0.00 0.00 0.00 0.00 -10.33 12.48 -18.33 8.31 105.98 259.98 -50.52 103.67
1715701160647934 0.00 0.00 0.00 0.00 -10.34 15.95 -15.02 11.56 202.61 199.33 12.22 156.45
1715701160664239 0.00 0.00 0.00 0.00 -13.82 12.49 -13.85 13.64 77.46 137.39 66.71 193.26
1715701160679415 0.00 0.00 0.00 0.00 -2.22 9.02 -9.64 13.41 251.55 -14.03 134.70 212.27
1715701160696134 0.00 0.00 0.00 0.00 -5.68 5.56 -8.48 11.10 73.66 -146.14 189.03 204.19
1715701160711939 0.00 0.00 0.00 0.00 -5.68 6.71 -7.55 9.95 57.68 -71.66 161.64 159.91
1715701160728038 0.00 0.00 0.00 0.00 -1.07 2.11 -5.70 7.18 103.53 -154.58 154.65 106.24
1715701160745942 0.00 0.00 0.00 0.00 -3.38 2.11 -3.61 5.10 122.50 -121.73 145.64 69.00
1715701160763000 0.00 0.00 0.00 0.00 1.24 2.11 -2.92 3.72 45.46 -90.84 135.42 27.51
1715701160778200 0.00 0.00 0.00 0.00 2.39 -0.19 -1.30 2.57 105.73 -75.35 114.62 -7.76
1715701160793466 0.00 0.00 0.00 0.00 -1.07 0.96 -0.38 1.42 56.69 -70.71 109.69 -40.83
1715701160809744 0.00 0.00 0.00 0.00 0.09 3.26 -0.15 1.65 14.41 14.40 90.87 -59.33
1715701160825759 0.00 0.00 0.00 0.00 2.39 2.11 1.01 1.65 69.39 0.08 90.06 -73.06
1715701160842374 0.00 0.00 0.00 0.00 -1.07 3.26 0.54 1.88 -24.77 12.36 62.43 -70.42
1715701160860974 0.00 0.00 0.00 0.00 2.39 3.27 0.55 2.57 0.04 47.74 55.07 -51.03
1715701160875449 0.00 0.00 0.00 0.00 2.39 -0.19 1.24 2.34 41.69 -13.85 53.47 -45.25
1715701160892026 0.00 0.00 0.00 0.00 4.69 -1.34 2.16 1.42 58.53 -58.56 48.97 -35.65
1715701160907750 0.00 0.00 0.00 0.00 -3.38 -0.20 1.00 0.96 -72.36 -29.01 29.48 -26.38
1715701160923695 0.00 0.00 0.00 0.00 4.69 0.96 2.15 0.50 70.55 -28.17 31.99 -20.11
1715701160940012 0.00 0.00 0.00 0.00 5.84 2.12 2.84 0.27 44.24 -14.73 25.84 -14.05
1715701160955612 0.00 0.00 0.00 0.00 4.69 -1.34 3.30 0.04 21.50 -10.75 22.32 -8.05
1715701160977019 0.00 0.00 0.00 0.00 4.69 0.96 3.30 0.50 0.02 27.57 20.88 -6.73
1715701160993737 0.00 0.00 0.00 0.00 0.08 0.96 4.00 0.73 43.44 14.53 18.29 -5.29
1715701161009686 0.00 0.00 0.00 0.00 -2.22 0.96 2.62 0.73 -85.61 -0.09 12.21 -6.53
1715701161025836 0.00 0.00 0.00 0.00 1.23 -1.34 1.69 0.04 -59.34 -44.57 6.27 -15.76
1715701161041364 0.00 0.00 0.00 0.00 -1.07 2.11 0.54 0.73 -71.25 42.72 -5.03 -10.11
1715701161057520 0.00 0.00 0.00 0.00 1.24 2.11 -0.15 0.96 -36.74 12.23 -14.56 -3.03
1715701161076312 0.00 0.00 0.00 0.00 1.24 0.96 0.08 0.96 14.57 0.02 -5.86 -0.12
1715701161092134 0.00 0.00 0.00 0.00 -2.22 3.26 0.08 1.42 0.05 32.37 -12.91 5.93
1715701161106373 0.00 0.00 0.00 0.00 0.08 -0.19 -0.15 1.65 -16.76 16.77 -19.01 9.08
1715701161120106 0.00 0.00 0.00 0.00 -3.38 0.96 -0.61 1.42 -28.73 -14.38 -24.04 8.72
1715701161136189 0.00 0.00 0.00 0.00 -6.85 2.10 -2.23 1.42 -116.91 -0.17 -35.73 5.94
1715701161150018 0.00 0.00 0.00 0.00 -12.67 -0.23 -5.01 1.18 -175.52 -15.00 -57.63 2.99
1715701161165861 0.00 0.00 0.00 0.00 -6.85 0.95 -5.93 0.72 -55.48 -27.73 -54.61 0.23
1715701161182549 0.00 0.00 0.00 0.00 -11.50 -0.22 -8.25 0.71 -117.05 -0.30 -60.38 4.65
1715701161202341 0.00 0.00 0.00 0.00 -12.67 -1.38 -10.11 0.24 -108.31 -27.27 -64.09 -2.35
1715701161219504 0.00 0.00 0.00 0.00 -17.36 -0.25 -12.21 -0.23 -107.08 -23.93 -71.12 -5.96
1715701161239131 0.00 0.00 0.00 0.00 -16.18 -0.24 -12.91 -0.23 -41.24 -0.17 -76.70 -5.98
1715701161256164 0.00 0.00 0.00 0.00 -18.53 0.91 -15.25 -0.24 -133.66 -0.45 -90.07 -9.26
1715701161273637 0.00 0.00 0.00 0.00 -25.66 -0.29 -18.08 -0.25 -159.64 -0.80 -104.36 -11.02
1715701161291370 0.00 0.00 0.00 0.00 -22.08 -0.27 -19.96 -0.03 -116.51 13.79 -113.14 -8.21
1715701161307519 0.00 0.00 0.00 0.00 -35.35 -0.36 -23.56 -0.05 -173.45 -1.13 -118.79 -8.30
1715701161328263 0.00 0.00 0.00 0.00 -29.27 -1.49 -26.18 -0.30 -162.24 -15.46 -117.47 -8.35
1715701161344399 0.00 0.00 0.00 0.00 -35.36 -1.54 -29.54 -0.79 -214.43 -31.22 -133.36 -8.70
1715701161360095 0.00 0.00 0.00 0.00 -37.82 -1.57 -31.97 -1.05 -168.23 -17.59 -138.48 -10.42
1715701161374558 0.00 0.00 0.00 0.00 -37.81 -0.38 -35.12 -1.07 -193.64 -1.39 -147.01 -7.84
1715701161390803 0.00 0.00 0.00 0.00 -39.06 -1.58 -35.86 -1.31 -46.40 -15.16 -140.94 -6.96
1715701161406818 0.00 0.00 0.00 0.00 -42.81 -1.62 -38.57 -1.34 -170.02 -1.62 -153.82 -7.10
1715701161422747 0.00 0.00 0.00 0.00 -46.63 -2.85 -40.83 -1.60 -128.25 -14.94 -153.28 -8.55
1715701161440323 0.00 0.00 0.00 0.00 -53.11 -4.15 -43.88 -2.12 -199.55 -33.74 -157.27 -11.85
1715701161455643 0.00 0.00 0.00 0.00 -49.17 -1.69 -46.16 -2.38 -116.57 -13.41 -157.28 -14.56
1715701161475141 0.00 0.00 0.00 0.00 -54.40 -2.96 -49.22 -2.66 -181.77 -16.44 -158.11 -16.10
1715701161492017 0.00 0.00 0.00 0.00 -53.07 -1.74 -51.27 -2.68 -126.08 -1.52 -154.49 -14.70
1715701161508288 0.00 0.00 0.00 0.00 -58.43 -5.46 -53.64 -3.20 -140.81 -31.04 -147.13 -14.68
1715701161525053 0.00 0.00 0.00 0.00 -53.09 -2.94 -53.63 -2.96 0.26 15.29 -130.28 -11.40
1715701161540807 0.00 0.00 0.00 0.00 -58.36 -1.81 -55.47 -2.98 -113.14 -1.51 -122.23 -11.41
1715701161557048 0.00 0.00 0.00 0.00 -58.40 -4.24 -56.27 -3.24 -44.31 -14.12 -122.02 -11.30
1715701161575127 0.00 0.00 0.00 0.00 -58.43 -5.46 -57.34 -3.98 -66.94 -46.37 -111.71 -15.78
1715701161591146 0.00 0.00 0.00 0.00 -59.73 -3.05 -57.60 -3.50 -16.68 30.99 -100.56 -11.19
1715701161606681 0.00 0.00 0.00 0.00 -59.73 -3.05 -58.93 -3.52 -86.03 -1.34 -89.21 -7.95
1715701161622114 0.00 0.00 0.00 0.00 -62.44 -3.09 -59.74 -3.78 -48.11 -15.11 -82.36 -8.12
1715701161639060 0.00 0.00 0.00 0.00 -65.21 -4.37 -61.11 -3.80 -95.41 -1.79 -73.72 -6.65
1715701161653328 0.00 0.00 0.00 0.00 -62.46 -4.32 -61.91 -3.58 -48.36 13.68 -65.95 -5.13
1715701161670003 0.00 0.00 0.00 0.00 -68.00 -4.42 -63.57 -3.85 -122.81 -20.42 -64.15 -4.07
1715701161683475 0.00 0.00 0.00 0.00 -66.60 -4.40 -64.94 -4.12 -90.97 -17.83 -73.28 -7.38
1715701161698588 0.00 0.00 0.00 0.00 -68.00 -4.42 -66.05 -4.39 -75.00 -17.94 -69.46 -9.03
1715701161713416 0.00 0.00 0.00 0.00 -72.22 -3.27 -67.46 -4.17 -79.16 12.37 -72.95 -6.38
1715701161731136 0.00 0.00 0.00 0.00 -75.11 -3.33 -69.99 -3.97 -152.75 11.91 -81.53 -0.55
