#Task Selector: 6
#PID Parameters: kp: 0.15, kd: 0.06, ki: 0.08
#n_pos: 5
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
679830 0.00 0.00 0.00 0.00 -1.32 -14.28 -0.26 -2.86 -15.87 -171.71 -1.59 -17.17
696460 0.00 0.00 0.00 0.00 -1.32 -10.80 -0.53 -5.02 -13.98 -114.80 -2.98 -28.65
715281 0.00 0.00 0.00 0.00 -0.16 -10.80 -0.56 -7.18 -1.96 -129.40 -3.18 -41.59
731978 0.00 0.00 0.00 0.00 -1.32 -11.96 -0.82 -9.57 -13.89 -126.22 -4.57 -54.21
750929 0.00 0.00 0.00 0.00 0.99 -8.49 -0.63 -11.27 12.70 -109.04 -3.30 -65.12
766505 0.00 0.00 0.00 0.00 -0.16 -8.49 -0.39 -10.11 16.97 84.82 -1.60 -56.64
780146 0.00 0.00 0.00 0.00 0.99 -7.34 0.07 -9.42 28.77 43.26 1.27 -52.31
796166 0.00 0.00 0.00 0.00 -0.16 -8.49 0.07 -8.96 0.02 27.00 1.28 -49.61
813278 0.00 0.00 0.00 0.00 -0.16 -8.49 0.30 -8.26 13.99 42.01 2.67 -45.41
829786 0.00 0.00 0.00 0.00 -1.31 -7.34 -0.16 -8.03 -27.16 13.60 -0.04 -44.05
846734 0.00 0.00 0.00 0.00 -1.31 -7.34 -0.39 -7.80 -14.87 14.90 0.06 -25.39
862208 0.00 0.00 0.00 0.00 -0.16 -7.34 -0.62 -7.80 -14.69 -0.01 -0.01 -13.91
877873 0.00 0.00 0.00 0.00 -1.31 -7.34 -0.85 -7.57 -13.87 13.90 -1.20 0.42
894461 0.00 0.00 0.00 0.00 -0.16 -7.34 -0.85 -7.34 0.01 13.90 0.19 14.43
911052 0.00 0.00 0.00 0.00 -1.31 -8.49 -0.85 -7.57 -0.01 -15.13 -1.09 23.83
926305 0.00 0.00 0.00 0.00 -1.31 -8.49 -0.85 -7.80 -0.01 -13.52 -2.78 13.99
943369 0.00 0.00 0.00 0.00 2.14 -9.65 -0.39 -8.26 28.24 -28.32 -2.84 6.83
959666 0.00 0.00 0.00 0.00 -0.16 -8.49 -0.16 -8.49 14.34 -14.37 -1.40 2.70
975709 0.00 0.00 0.00 0.00 0.99 -9.65 0.07 -8.95 14.11 -28.31 -1.39 -4.33
992011 0.00 0.00 0.00 0.00 -0.16 -8.49 0.30 -8.95 12.95 0.01 2.62 -5.69
1009797 0.00 0.00 0.00 0.00 0.99 -8.49 0.76 -8.95 31.02 0.02 7.21 -7.18
1024641 0.00 0.00 0.00 0.00 0.99 -7.34 0.53 -8.49 -14.45 28.97 7.23 -4.28
1040571 0.00 0.00 0.00 0.00 -0.16 -8.49 0.53 -8.49 0.00 0.00 8.62 -5.67
1057182 0.00 0.00 0.00 0.00 -1.31 -7.34 0.07 -8.03 -26.74 26.80 5.95 -4.38
1074396 0.00 0.00 0.00 0.00 -1.31 -7.34 -0.16 -7.80 -14.79 14.82 4.47 -1.39
1089957 0.00 0.00 0.00 0.00 -1.31 -7.34 -0.62 -7.57 -28.91 14.47 1.58 1.41
1105879 0.00 0.00 0.00 0.00 -1.31 -7.34 -1.08 -7.57 -25.99 -0.01 -3.85 4.24
1123588 0.00 0.00 0.00 0.00 -2.46 -6.19 -1.54 -7.11 -30.91 30.96 -8.37 8.77
1138474 0.00 0.00 0.00 0.00 -3.61 -6.19 -2.00 -6.88 -29.30 14.65 -12.71 13.07
1154186 0.00 0.00 0.00 0.00 -3.61 -6.19 -2.46 -6.65 -24.86 12.43 -16.49 14.31
1172699 0.00 0.00 0.00 0.00 -3.61 -6.19 -2.92 -6.42 -30.75 15.37 -22.67 15.85
1187671 0.00 0.00 0.00 0.00 -3.61 -5.04 -3.38 -5.96 -30.08 30.11 -24.23 15.96
1202967 0.00 0.00 0.00 0.00 -3.61 -5.04 -3.61 -5.73 -15.17 15.19 -25.75 17.48
1218127 0.00 0.00 0.00 0.00 -3.61 -5.04 -3.61 -5.50 0.01 13.65 -23.07 16.16
1235005 0.00 0.00 0.00 0.00 -3.61 -6.19 -3.61 -5.50 -0.00 0.00 -21.60 14.68
1251363 0.00 0.00 0.00 0.00 -3.61 -5.04 -3.61 -5.27 0.01 14.91 -18.70 14.73
1266822 0.00 0.00 0.00 0.00 -2.46 -5.04 -3.38 -5.27 13.86 0.01 -14.72 14.73
1283429 0.00 0.00 0.00 0.00 -2.46 -5.04 -3.15 -5.27 14.08 0.01 -10.22 11.63
1299783 0.00 0.00 0.00 0.00 -0.16 -6.19 -2.46 -5.50 38.85 -12.94 -3.40 8.87
1317553 0.00 0.00 0.00 0.00 -1.31 -6.19 -2.00 -5.50 30.86 0.03 2.17 7.63
1332475 0.00 0.00 0.00 0.00 -0.16 -5.03 -1.31 -5.50 41.99 0.03 9.44 6.10
1348918 0.00 0.00 0.00 0.00 0.99 -5.03 -0.62 -5.50 43.22 0.02 16.77 3.09
1364888 0.00 0.00 0.00 0.00 -0.16 -6.19 -0.16 -5.73 27.56 -13.78 21.05 0.19
1381584 0.00 0.00 0.00 0.00 0.99 -3.88 0.07 -5.27 14.44 28.91 22.49 1.72
1397519 0.00 0.00 0.00 0.00 0.99 -6.19 0.53 -5.27 23.77 0.01 24.87 1.72
1416881 0.00 0.00 0.00 0.00 0.99 -6.19 0.76 -5.50 12.85 -12.87 26.15 -1.06
1434775 0.00 0.00 0.00 0.00 0.99 -5.03 0.76 -5.50 0.00 0.00 24.76 -1.06
1450559 0.00 0.00 0.00 0.00 2.14 -5.03 1.22 -5.26 26.32 13.18 25.99 0.26
1468044 0.00 0.00 0.00 0.00 0.99 -5.03 1.22 -5.50 -0.00 -14.91 22.10 0.06
1483490 0.00 0.00 0.00 0.00 0.99 -5.03 1.22 -5.26 0.00 14.74 19.02 1.53
1499120 0.00 0.00 0.00 0.00 2.14 -5.03 1.45 -5.03 14.94 14.96 16.31 3.03
1514524 0.00 0.00 0.00 0.00 2.14 -3.88 1.68 -4.80 15.22 15.23 13.51 4.55
1529640 0.00 0.00 0.00 0.00 2.14 -5.03 1.68 -4.80 0.00 0.00 10.75 5.92
1549165 0.00 0.00 0.00 0.00 2.14 -2.73 1.91 -4.34 14.46 28.95 10.76 5.93
1565068 0.00 0.00 0.00 0.00 2.14 -2.73 2.14 -3.88 13.97 27.97 9.78 8.72
1581529 0.00 0.00 0.00 0.00 2.14 -2.73 2.14 -3.42 -0.00 28.27 8.49 12.84
1597816 0.00 0.00 0.00 0.00 4.44 -2.73 2.60 -3.19 29.09 14.55 11.40 14.29
1613625 0.00 0.00 0.00 0.00 3.29 -1.58 2.83 -2.50 15.42 46.30 10.31 17.61
1628536 0.00 0.00 0.00 0.00 3.29 -1.58 3.06 -2.27 13.39 13.39 11.65 20.44
1645714 0.00 0.00 0.00 0.00 4.44 -0.43 3.52 -1.81 25.67 25.68 14.22 21.53
1663629 0.00 0.00 0.00 0.00 4.44 -0.43 3.98 -1.35 29.25 29.26 15.65 22.96
1679351 0.00 0.00 0.00 0.00 4.44 0.72 3.98 -0.66 -0.01 44.87 14.12 25.92
1694727 0.00 0.00 0.00 0.00 4.44 0.72 4.21 -0.20 13.13 26.26 15.44 28.55
1712237 0.00 0.00 0.00 0.00 4.44 0.72 4.44 0.26 14.63 29.26 15.45 28.58
1727953 0.00 0.00 0.00 0.00 6.74 0.72 4.90 0.49 20.95 10.47 16.15 26.83
1749912 0.00 0.00 0.00 0.00 6.74 1.87 5.36 0.95 23.90 23.89 18.54 26.39
1769157 0.00 0.00 0.00 0.00 6.74 1.87 5.82 1.18 25.64 12.82 18.20 26.22
1787095 0.00 0.00 0.00 0.00 6.74 3.02 6.28 1.64 28.55 28.54 19.51 24.44
1803210 0.00 0.00 0.00 0.00 7.89 3.02 6.97 2.10 39.91 26.59 22.16 25.76
1820504 0.00 0.00 0.00 0.00 6.74 3.02 6.97 2.56 -0.00 29.62 19.59 26.16
1836030 0.00 0.00 0.00 0.00 6.74 4.17 6.97 3.02 0.00 19.01 16.67 25.13
1860219 0.00 0.00 0.00 0.00 6.74 3.02 6.97 3.25 0.00 15.30 16.67 22.18
1875248 0.00 0.00 0.00 0.00 7.89 3.02 7.20 3.25 16.93 0.00 17.05 19.55
1888838 0.00 0.00 0.00 0.00 4.44 4.17 6.51 3.48 -47.48 15.81 10.84 18.21
1903373 0.00 0.00 0.00 0.00 5.59 4.17 6.28 3.71 -13.89 13.89 7.36 18.55
1919932 0.00 0.00 0.00 0.00 4.44 5.32 5.82 3.94 -28.96 14.47 2.07 17.61
1935814 0.00 0.00 0.00 0.00 4.44 5.32 5.36 4.40 -28.31 28.30 -3.33 19.16
1952061 0.00 0.00 0.00 0.00 4.44 5.32 4.67 4.86 -44.95 29.95 -10.68 19.30
1967413 0.00 0.00 0.00 0.00 5.59 5.32 4.90 5.09 15.07 15.07 -13.16 18.14
1982673 0.00 0.00 0.00 0.00 3.29 6.47 4.44 5.55 -27.96 27.97 -15.95 17.98
1999118 0.00 0.00 0.00 0.00 4.44 6.47 4.44 5.78 0.00 15.24 -15.95 17.60
