#Task Selector: 4
#PID Parameters: kp: 0.15, kd: 0.06, ki: 0.04
#n_pos: 5
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
583737 0.00 0.00 0.00 0.00 11.37 -12.13 2.27 -2.43 137.24 -146.44 13.72 -14.64
600306 0.00 0.00 0.00 0.00 11.37 -12.13 4.55 -4.85 110.67 -118.08 24.79 -26.45
620854 0.00 0.00 0.00 0.00 13.67 -9.82 7.28 -6.82 183.32 -131.67 43.12 -39.62
635773 0.00 0.00 0.00 0.00 11.37 -10.97 9.56 -9.01 116.39 -112.36 54.76 -50.86
655304 0.00 0.00 0.00 0.00 11.37 -10.97 11.83 -11.21 139.33 -134.51 68.70 -64.31
671619 0.00 0.00 0.00 0.00 11.37 -12.13 11.83 -11.21 0.00 -0.00 68.70 -64.31
685575 0.00 0.00 0.00 0.00 14.84 -12.15 12.52 -11.21 42.45 -0.16 72.94 -64.32
701937 0.00 0.00 0.00 0.00 11.37 -10.97 12.06 -11.44 -29.95 -14.93 69.94 -65.82
717355 0.00 0.00 0.00 0.00 11.36 -8.66 12.06 -10.98 -0.08 28.65 69.94 -62.95
733513 0.00 0.00 0.00 0.00 11.36 -9.81 12.06 -10.74 -0.04 14.88 69.93 -61.46
749074 0.00 0.00 0.00 0.00 11.36 -9.81 12.06 -10.28 -0.08 26.52 56.20 -44.17
766545 0.00 0.00 0.00 0.00 11.36 -9.81 11.36 -9.82 -37.06 24.82 41.43 -29.88
785321 0.00 0.00 0.00 0.00 10.21 -8.66 11.13 -9.35 -11.97 23.89 21.90 -14.32
804721 0.00 0.00 0.00 0.00 11.36 -7.50 11.13 -9.12 -0.04 16.57 10.26 -1.43
818671 0.00 0.00 0.00 0.00 11.36 -7.50 11.13 -8.66 -0.07 28.89 -3.68 14.91
834679 0.00 0.00 0.00 0.00 11.36 -8.66 11.13 -8.43 -0.05 17.75 -3.69 16.69
847715 0.00 0.00 0.00 0.00 11.36 -7.50 11.13 -7.96 -0.08 31.43 -7.94 19.85
862430 0.00 0.00 0.00 0.00 13.67 -7.51 11.82 -7.73 45.06 14.93 -0.44 22.83
877799 0.00 0.00 0.00 0.00 11.36 -7.50 11.82 -7.73 0.00 0.00 -0.43 19.97
894807 0.00 0.00 0.00 0.00 11.36 -7.50 11.82 -7.73 0.00 0.00 -0.43 18.48
911992 0.00 0.00 0.00 0.00 10.20 -6.35 11.59 -7.27 -14.43 28.80 -1.86 18.71
928050 0.00 0.00 0.00 0.00 10.20 -6.35 11.36 -7.04 -14.82 14.83 0.36 17.71
943655 0.00 0.00 0.00 0.00 11.35 -6.35 10.89 -6.81 -29.40 14.75 -1.38 16.79
959391 0.00 0.00 0.00 0.00 11.35 -6.35 10.89 -6.58 -0.03 14.11 -1.38 16.55
975759 0.00 0.00 0.00 0.00 10.20 -6.35 10.66 -6.35 -13.82 13.82 -2.76 15.04
992497 0.00 0.00 0.00 0.00 9.05 -5.19 10.43 -6.12 -14.46 14.46 -4.20 14.71
1008470 0.00 0.00 0.00 0.00 11.35 -6.35 10.66 -6.12 14.14 -0.03 -2.78 11.57
1024791 0.00 0.00 0.00 0.00 11.36 -7.50 10.66 -6.35 0.03 -14.47 -7.28 8.63
1040746 0.00 0.00 0.00 0.00 11.35 -6.35 10.66 -6.35 0.00 -0.00 -7.28 8.63
1057404 0.00 0.00 0.00 0.00 11.35 -6.35 10.89 -6.35 14.26 -0.03 -5.85 8.62
1073586 0.00 0.00 0.00 0.00 11.35 -6.35 11.35 -6.58 28.18 -14.13 -1.59 4.33
1089970 0.00 0.00 0.00 0.00 12.51 -6.35 11.59 -6.58 13.57 -0.03 1.25 2.85
1106989 0.00 0.00 0.00 0.00 11.35 -6.35 11.59 -6.35 -0.03 15.34 4.18 2.90
1122045 0.00 0.00 0.00 0.00 11.35 -6.35 11.59 -6.35 0.00 0.00 4.19 1.49
1139239 0.00 0.00 0.00 0.00 11.35 -5.19 11.58 -6.12 -0.03 14.18 5.57 1.53
1155507 0.00 0.00 0.00 0.00 11.35 -5.19 11.58 -5.89 -0.03 14.19 7.01 1.50
1171764 0.00 0.00 0.00 0.00 11.35 -4.04 11.35 -5.43 -14.75 29.40 4.12 4.45
1187470 0.00 0.00 0.00 0.00 10.20 -5.19 11.12 -5.19 -13.32 13.32 2.78 7.23
1204827 0.00 0.00 0.00 0.00 10.20 -4.04 10.89 -4.73 -15.21 30.33 1.26 10.26
1220047 0.00 0.00 0.00 0.00 9.04 -4.04 10.43 -4.50 -26.35 13.20 -2.80 11.58
1237563 0.00 0.00 0.00 0.00 9.04 -4.04 9.97 -4.27 -26.03 13.04 -8.22 14.30
1255295 0.00 0.00 0.00 0.00 9.04 -4.04 9.51 -4.27 -26.14 0.03 -12.19 14.30
