#Task Selector: 4
#PID Parameters: kp: 0.15, kd: 0.06, ki: 0.04
#n_pos: 5
#n_vel: 10
t x_ref y_ref vx_ref vy_ref x_raw y_raw x y vx_raw vy_raw vx vy
923558 0.00 0.00 0.00 0.00 7.90 -10.96 1.58 -2.19 97.03 -134.62 0.00 -0.00
939847 0.00 0.00 0.00 0.00 7.90 -10.96 3.16 -4.39 82.55 -114.53 0.01 -0.01
958994 0.00 0.00 0.00 0.00 9.06 -10.97 4.97 -6.58 107.24 -129.85 0.02 -0.03
975885 0.00 0.00 0.00 0.00 7.91 -12.12 6.55 -9.00 77.76 -119.24 0.04 -0.05
996218 0.00 0.00 0.00 0.00 7.90 -8.65 8.13 -10.73 107.50 -117.73 0.07 -0.09
1010914 0.00 0.00 0.00 0.00 9.05 -8.65 8.36 -10.27 16.50 33.18 0.10 -0.13
1024843 0.00 0.00 0.00 0.00 10.20 -7.50 8.82 -9.58 29.44 44.33 0.13 -0.17
1040470 0.00 0.00 0.00 0.00 9.05 -6.34 8.82 -8.65 -0.10 55.19 0.16 -0.20
1057222 0.00 0.00 0.00 0.00 9.05 -5.19 9.05 -7.27 13.98 84.95 0.20 -0.23
1073541 0.00 0.00 0.00 0.00 9.05 -5.19 9.28 -6.58 13.85 41.76 0.23 -0.26
1090114 0.00 0.00 0.00 0.00 7.89 -5.19 9.05 -5.88 -15.27 45.70 0.27 -0.28
1105272 0.00 0.00 0.00 0.00 7.89 -4.04 8.59 -5.19 -28.40 42.58 0.30 -0.30
1121540 0.00 0.00 0.00 0.00 6.74 -2.88 8.12 -4.50 -26.69 40.02 0.33 -0.31
1138829 0.00 0.00 0.00 0.00 7.89 -1.73 7.89 -3.81 -12.92 38.66 0.36 -0.33
1156709 0.00 0.00 0.00 0.00 6.74 -2.88 7.43 -3.35 -28.35 28.36 0.39 -0.34
1172971 0.00 0.00 0.00 0.00 7.89 -2.89 7.43 -2.89 -0.03 28.73 0.42 -0.34
1189007 0.00 0.00 0.00 0.00 6.74 -2.88 7.20 -2.65 -15.86 15.86 0.44 -0.35
1203537 0.00 0.00 0.00 0.00 7.89 -4.04 7.43 -2.89 14.12 -14.12 0.47 -0.35
1219860 0.00 0.00 0.00 0.00 6.74 -4.04 7.20 -3.35 -14.12 -28.28 0.49 -0.36
1236136 0.00 0.00 0.00 0.00 4.44 -2.88 6.74 -3.35 -27.07 0.01 0.51 -0.37
1253133 0.00 0.00 0.00 0.00 5.59 -2.88 6.28 -3.35 -26.19 0.02 0.53 -0.37
1270712 0.00 0.00 0.00 0.00 4.44 -2.88 5.82 -3.34 -30.10 0.01 0.55 -0.38
1286003 0.00 0.00 0.00 0.00 4.44 -2.88 5.13 -3.11 -45.48 15.19 0.57 -0.38
1301187 0.00 0.00 0.00 0.00 5.59 -4.04 4.90 -3.11 -14.21 0.01 0.58 -0.39
1317388 0.00 0.00 0.00 0.00 4.44 -2.88 4.90 -3.11 0.00 0.00 0.60 -0.40
1333552 0.00 0.00 0.00 0.00 3.29 -2.88 4.44 -3.11 -27.91 0.01 0.61 -0.40
1350038 0.00 0.00 0.00 0.00 3.29 -4.03 4.21 -3.34 -14.98 -15.00 0.62 -0.41
1365387 0.00 0.00 0.00 0.00 3.29 -4.03 3.98 -3.57 -13.63 -13.64 0.63 -0.41
1382265 0.00 0.00 0.00 0.00 5.59 -2.88 3.98 -3.34 -0.01 13.81 0.64 -0.42
1398934 0.00 0.00 0.00 0.00 4.44 -4.03 3.98 -3.57 0.01 -13.97 0.64 -0.43
1415415 0.00 0.00 0.00 0.00 3.29 -4.03 3.98 -3.80 0.00 -14.11 0.65 -0.43
1431734 0.00 0.00 0.00 0.00 4.44 -2.88 4.21 -3.57 14.89 14.90 0.66 -0.44
1447183 0.00 0.00 0.00 0.00 4.44 -4.03 4.44 -3.57 14.05 -0.00 0.67 -0.45
1463561 0.00 0.00 0.00 0.00 3.29 -2.88 3.98 -3.57 -28.56 0.01 0.68 -0.45
1479668 0.00 0.00 0.00 0.00 3.29 -2.88 3.75 -3.34 -13.96 13.98 0.68 -0.46
1496147 0.00 0.00 0.00 0.00 3.29 -2.88 3.75 -3.11 -0.00 14.71 0.69 -0.47
1511803 0.00 0.00 0.00 0.00 3.29 -4.03 3.52 -3.34 -15.12 -15.13 0.70 -0.47
1527014 0.00 0.00 0.00 0.00 0.99 -1.73 2.83 -2.88 -41.52 27.71 0.70 -0.48
1543633 0.00 0.00 0.00 0.00 2.14 -2.88 2.60 -2.88 -13.87 0.00 0.70 -0.48
1560213 0.00 0.00 0.00 0.00 2.14 -2.88 2.37 -2.88 -13.21 0.00 0.70 -0.48
1577624 0.00 0.00 0.00 0.00 2.14 -1.73 2.14 -2.65 -15.31 15.32 0.70 -0.49
1592651 0.00 0.00 0.00 0.00 0.99 -1.73 1.68 -2.19 -25.70 25.72 0.70 -0.49
1610549 0.00 0.00 0.00 0.00 0.99 -2.88 1.68 -2.42 -0.00 -15.05 0.70 -0.49
1625838 0.00 0.00 0.00 0.00 0.99 -1.73 1.45 -2.19 -14.00 14.01 0.70 -0.49
1642265 0.00 0.00 0.00 0.00 0.99 -1.73 1.22 -1.96 -14.82 14.83 0.69 -0.49
1657785 0.00 0.00 0.00 0.00 -0.16 -1.73 0.76 -1.96 -28.38 -0.00 0.69 -0.49
1673993 0.00 0.00 0.00 0.00 -0.16 -2.88 0.53 -2.19 -14.24 -14.25 0.68 -0.49
